"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of committers","Number of developer commits","Number of previous modifications","Number of previous fixes","Number of bugs"
"L398","FileNameGenerator.java","library/src/com/nostra13/universalimageloader/cache/disc/naming/FileNameGenerator.java","L397","1","0","4","1","932","5","0","0"
"L399","HashCodeFileNameGenerator.java","library/src/com/nostra13/universalimageloader/cache/disc/naming/HashCodeFileNameGenerator.java","L397","1","0","7","1","932","5","0","0"
"L400","Md5FileNameGenerator.java","library/src/com/nostra13/universalimageloader/cache/disc/naming/Md5FileNameGenerator.java","L397","2","0","26","1","932","5","0","0"
"L522","FIFOLimitedMemoryCache.java","library/src/com/nostra13/universalimageloader/cache/memory/impl/FIFOLimitedMemoryCache.java","L521","3","0","48","1","932","6","0","0"
"L523","FuzzyKeyMemoryCache.java","library/src/com/nostra13/universalimageloader/cache/memory/impl/FuzzyKeyMemoryCache.java","L521","4","0","44","1","932","7","0","0"
"L524","LargestLimitedMemoryCache.java","library/src/com/nostra13/universalimageloader/cache/memory/impl/LargestLimitedMemoryCache.java","L521","6","0","68","2","932","9","0","0"
"L525","LimitedAgeMemoryCache.java","library/src/com/nostra13/universalimageloader/cache/memory/impl/LimitedAgeMemoryCache.java","L521","4","0","46","1","932","5","0","0"
"L526","LRULimitedMemoryCache.java","library/src/com/nostra13/universalimageloader/cache/memory/impl/LRULimitedMemoryCache.java","L521","3","0","63","1","932","6","0","0"
"L527","LruMemoryCache.java","library/src/com/nostra13/universalimageloader/cache/memory/impl/LruMemoryCache.java","L521","15","0","94","1","932","5","1","0"
"L528","UsingFreqLimitedMemoryCache.java","library/src/com/nostra13/universalimageloader/cache/memory/impl/UsingFreqLimitedMemoryCache.java","L521","8","0","79","1","932","6","0","0"
"L529","WeakMemoryCache.java","library/src/com/nostra13/universalimageloader/cache/memory/impl/WeakMemoryCache.java","L521","1","0","11","1","932","6","0","0"
"L1007","BlockingDeque.java","library/src/com/nostra13/universalimageloader/core/assist/deque/BlockingDeque.java","L1006","1","0","42","1","932","1","0","0"
"L1008","Deque.java","library/src/com/nostra13/universalimageloader/core/assist/deque/Deque.java","L1006","1","0","36","1","932","1","0","0"
"L1009","LIFOLinkedBlockingDeque.java","library/src/com/nostra13/universalimageloader/core/assist/deque/LIFOLinkedBlockingDeque.java","L1006","1","0","13","1","932","2","0","0"
"L1010","LinkedBlockingDeque.java","library/src/com/nostra13/universalimageloader/core/assist/deque/LinkedBlockingDeque.java","L1006","74","0","632","1","932","1","0","0"
"L958","ImageSizeTest.java","library/test/com/nostra13/universalimageloader/core/assist/ImageSizeTest.java","L957","1","0","70","1","932","4","0","1"
"L2974","BaseImageDownloaderTest.java","library/test/com/nostra13/universalimageloader/core/download/BaseImageDownloaderTest.java","L2973","1","0","58","1","932","1","0","0"
"L4364","AbsListViewBaseActivity.java","sample/src/com/nostra13/example/universalimageloader/AbsListViewBaseActivity.java","L4363","3","0","58","1","932","1","0","0"
"L4365","BaseActivity.java","sample/src/com/nostra13/example/universalimageloader/BaseActivity.java","L4363","3","0","26","1","932","4","0","0"
"L4366","Constants.java","sample/src/com/nostra13/example/universalimageloader/Constants.java","L4363","1","0","150","1","932","11","0","0"
"L4367","HomeActivity.java","sample/src/com/nostra13/example/universalimageloader/HomeActivity.java","L4363","4","0","72","1","932","6","0","0"
"L4368","ImageGalleryActivity.java","sample/src/com/nostra13/example/universalimageloader/ImageGalleryActivity.java","L4363","2","0","70","1","932","11","0","0"
"L4369","ImageGridActivity.java","sample/src/com/nostra13/example/universalimageloader/ImageGridActivity.java","L4363","2","0","108","1","932","17","1","0"
"L4370","ImageListActivity.java","sample/src/com/nostra13/example/universalimageloader/ImageListActivity.java","L4363","4","0","106","1","932","20","1","0"
"L4371","ImagePagerActivity.java","sample/src/com/nostra13/example/universalimageloader/ImagePagerActivity.java","L4363","7","0","120","1","932","16","0","0"
"L4372","UILApplication.java","sample/src/com/nostra13/example/universalimageloader/UILApplication.java","L4363","3","0","34","1","932","12","0","0"
"L4912","UILWidgetProvider.java","sample/src/com/nostra13/example/universalimageloader/widget/UILWidgetProvider.java","L4911","2","0","49","1","932","8","0","0"
