@RELATION bughunter

@ATTRIBUTE "unique_id" STRING
@ATTRIBUTE "McCC" NUMERIC
@ATTRIBUTE "CLOC" NUMERIC
@ATTRIBUTE "LLOC" NUMERIC
@ATTRIBUTE "Number of previous fixes" NUMERIC
@ATTRIBUTE "Number of previous modifications" NUMERIC
@ATTRIBUTE "Number of developer commits" NUMERIC
@ATTRIBUTE "Number of committers" NUMERIC
@ATTRIBUTE "Bug class" {true,false}

@DATA
"L17756","2","0","26","0","4","72","2","true"
"L17757","1","0","17","0","3","72","2","false"
"L17758","1","0","17","0","3","72","2","false"
"L17759","5","0","66","0","9","4057","3","false"
"L17760","1","0","6","0","3","72","2","false"
"L17761","2","0","39","0","12","1649","3","false"
"L17762","1","0","26","0","10","1649","3","false"
"L17763","1","0","1","0","6","72","3","false"
"L17764","2","0","23","0","3","72","2","false"
"L17765","2","0","23","0","3","72","2","false"
"L17766","1","0","6","0","4","72","2","false"
"L18406","1","0","1","0","6","4057","2","false"
"L18407","6","0","65","1","21","4057","3","false"
"L18408","3","0","27","3","23","4057","3","false"
"L18409","6","0","35","1","18","4057","3","false"
"L18410","1","0","22","0","15","4057","3","false"
"L18861","2","0","21","0","3","4057","1","false"
"L18862","2","0","15","0","3","4057","1","false"
"L18863","1","0","4","0","3","4057","1","false"
"L18864","3","0","43","0","10","4057","2","false"
"L18865","6","0","51","0","7","72","2","false"
"L18866","5","0","28","1","6","72","2","false"
"L18867","6","0","52","1","20","4057","3","true"
"L18868","2","0","30","0","11","1649","2","false"
"L18869","6","0","146","0","6","4057","1","false"
"L18870","1","0","25","0","14","4057","3","false"
"L18871","4","0","110","0","10","72","2","false"
"L18872","1","0","1","0","4","4057","1","false"
"L18873","3","0","68","0","4","4057","1","false"
"L18874","1","0","13","0","5","1649","2","false"
"L18875","1","0","13","0","5","1649","2","false"
"L19460","1","0","1","0","5","4057","1","false"
"L19461","2","0","28","1","19","4057","3","false"
"L19462","3","0","34","0","23","1649","3","false"
"L6537","1","0","45","0","1","1649","1","false"
"L6538","1","0","59","0","5","4057","4","false"
"L6539","4","0","65","0","4","4057","3","false"
"L6540","1","0","17","0","1","1649","1","false"
"L6541","8","0","63","2","8","4","4","false"
"L6542","1","0","119","4","24","1649","3","false"
"L16505","1","0","35","0","14","4057","1","false"
"L16506","1","0","38","0","15","4057","2","false"
"L16750","1","0","58","0","5","4057","4","false"
"L16751","1","0","107","0","5","4057","2","false"
"L16752","3","0","112","0","8","4057","4","false"
"L16753","6","0","109","2","12","4057","3","false"
"L16754","1","0","149","0","5","4057","2","false"
"L17768","1","0","87","1","14","4057","3","false"
"L17769","1","0","44","0","11","4057","1","false"
"L17770","1","0","16","0","2","4057","1","false"
"L17771","1","0","16","0","3","4","2","false"
"L17772","1","0","9","0","3","4","2","false"
"L17773","1","0","9","0","3","4","2","false"
"L17774","2","0","30","1","11","4057","3","false"
"L17775","1","0","14","0","6","4057","2","false"
"L17776","1","0","9","0","3","4","2","false"
"L17777","1","0","7","0","3","4057","1","false"
"L17778","1","0","9","0","6","4","3","false"
"L17779","1","0","7","0","3","4057","1","false"
"L17780","1","0","16","0","2","4057","1","false"
"L17781","1","0","16","0","3","4","2","false"
"L17782","1","0","9","0","3","4","2","false"
"L17783","1","0","9","0","3","4","2","false"
"L17784","2","0","30","1","11","4057","3","false"
"L17785","1","0","14","0","7","4","3","false"
"L17786","1","0","9","0","3","4","2","false"
"L17787","1","0","7","0","2","4057","1","false"
"L17788","1","0","9","0","6","4","3","false"
"L17789","1","0","7","0","3","4057","1","false"
"L18412","2","0","43","0","11","4057","1","false"
"L18413","2","0","32","0","10","4057","1","false"
"L18877","1","0","17","0","4","4057","1","false"
"L19553","5","0","44","0","15","4057","1","false"
"L19554","5","0","45","0","17","4057","1","false"
"L19555","2","0","51","0","5","4057","2","false"
"L19556","1","0","1","0","1","4","1","false"
"L6553","14","0","70","2","12","4057","3","false"
"L6554","1","0","57","1","1","1649","1","true"
"L6555","1","0","28","1","14","1649","4","false"
"L6556","56","0","215","8","27","1649","3","false"
"L6557","24","0","55","2","5","72","3","false"
"L6558","1","0","16","0","5","72","2","false"
"L6559","57","0","291","7","18","4057","4","false"
"L6560","2","0","78","0","6","1649","2","false"
"L6561","2","0","72","0","6","1649","2","false"
"L6562","2","0","49","0","7","1649","2","false"
"L6563","44","0","300","1","5","1649","2","false"
"L6564","4","0","51","0","19","1649","3","false"
"L6565","2","0","18","0","6","1649","3","false"
"L6566","5","0","64","0","14","1649","3","false"
"L6567","3","0","45","0","15","1649","3","false"
"L6568","5","0","67","0","5","1649","2","false"
"L6569","1","0","9","0","4","1","3","true"
"L6570","1","0","15","0","3","1649","2","true"
"L6571","1","0","13","0","3","1649","2","true"
"L6572","19","0","121","4","33","1649","3","false"
"L6573","1","0","17","0","3","72","2","false"
"L6574","1","0","13","0","5","1649","2","false"
"L6575","26","0","100","2","18","4057","3","false"
"L6576","28","0","156","10","51","1649","4","false"
"L6577","5","0","16","0","13","4057","3","false"
"L6578","31","0","207","15","66","1649","3","true"
"L6579","3","0","50","0","8","4057","4","false"
"L6580","72","0","532","1","28","1649","3","false"
"L6581","1","0","6","0","25","4057","4","false"
"L6582","10","0","82","0","11","4057","3","false"
"L6583","1","0","6","0","6","1649","3","false"
"L6584","19","0","145","3","23","1649","2","true"
"L6585","124","0","609","3","16","1649","2","true"
"L6586","26","0","128","1","16","1649","3","false"
"L6587","1","0","9","0","16","1649","4","false"
"L6588","1","0","25","0","12","1649","3","false"
"L6589","4","0","29","1","18","1649","3","false"
"L6590","1","0","7","0","15","1649","4","false"
"L6591","1","0","27","2","14","4057","3","false"
"L6592","2","0","20","0","17","2","4","false"
"L6593","67","0","247","0","10","1","4","false"
"L6594","1","0","11","0","12","4057","2","false"
"L6595","21","0","132","0","9","1649","3","true"
"L6596","1","0","59","0","7","1649","2","true"
"L6597","1","0","1","0","6","4057","2","false"
"L6598","49","0","232","2","25","4057","4","true"
"L6599","9","0","72","0","14","4057","3","false"
"L6600","25","0","120","3","13","1649","3","false"
"L12764","1","0","1","0","5","4057","2","false"
"L12765","1","0","98","0","7","4057","2","false"
"L12766","4","0","48","0","9","4057","3","false"
"L12767","3","0","24","0","4","4057","2","false"
"L12768","1","0","15","0","4","4057","2","false"
"L12769","1","0","26","0","11","1649","3","false"
"L12770","1","0","23","0","12","1649","3","false"
"L12771","1","0","30","0","11","1649","3","false"
"L12772","1","0","23","0","12","1649","3","false"
"L12773","18","0","90","0","8","4057","3","false"
"L12774","3","0","17","0","6","4057","2","false"
"L13163","5","0","95","0","29","1649","3","false"
"L13164","2","0","50","0","16","1649","3","false"
"L13165","41","0","282","0","1","1649","1","false"
"L13166","2","0","70","0","17","1649","3","false"
"L13167","1","0","26","0","13","1649","3","false"
"L13168","1","0","44","0","14","1649","3","false"
"L13169","11","0","153","0","15","1649","3","false"
"L13170","2","0","30","0","2","1649","1","false"
"L13171","1","0","40","0","13","1649","3","false"
"L13172","5","0","92","0","15","1649","3","false"
"L13173","3","0","49","0","8","1649","3","false"
"L13174","1","0","1","0","10","4057","3","false"
"L13175","10","0","295","0","25","2","4","false"
"L13176","1","0","6","0","4","72","2","false"
"L13177","1","0","20","0","25","1649","3","false"
"L13178","1","0","3","0","1","0","0","false"
"L13179","1","0","14","0","24","4057","3","false"
"L13180","110","0","474","1","54","4057","4","false"
"L13181","38","0","211","1","62","1649","4","true"
"L13182","1","0","7","0","18","1649","3","false"
"L13183","1","0","10","0","1","2","1","false"
"L13184","2","0","18","0","2","1649","2","true"
"L13185","16","0","96","0","4","1649","2","true"
"L13186","28","0","140","0","3","4057","2","false"
"L13187","14","0","80","0","3","1649","2","true"
"L13188","9","0","65","0","3","4057","2","true"
"L13189","9","0","62","0","4","1649","2","true"
"L13190","22","0","257","1","24","1","4","false"
"L13191","1","0","12","0","18","4057","3","false"
"L13192","1","0","8","0","19","4057","3","false"
"L13193","31","0","223","1","48","4057","3","false"
"L13194","21","0","151","2","42","4057","4","false"
"L13195","1","0","60","0","20","4057","4","false"
"L13196","8","0","39","2","20","4057","3","false"
"L13197","8","0","80","3","25","1649","2","false"
"L13198","1","0","5","0","15","1649","3","false"
"L13199","1","0","14","0","13","4057","3","false"
"L13200","1","0","9","0","16","1649","3","false"
"L13201","25","0","214","0","24","4057","3","false"
"L13202","114","0","506","7","70","1649","4","false"
"L13203","6","0","54","0","9","4057","3","false"
"L13204","1","0","24","0","17","1649","3","false"
"L13205","1","0","7","0","2","1649","1","false"
"L13206","16","0","94","0","14","4057","3","false"
"L13207","1","0","9","0","15","1649","3","false"
"L13208","1","0","15","0","17","1649","3","false"
"L13209","1","0","7","0","12","1649","3","false"
"L9143","46","0","294","1","15","1649","3","true"
"L9144","6","0","77","1","12","4057","3","false"
"L9145","34","0","209","3","15","1649","4","true"
"L9146","1","0","14","0","7","1649","3","false"
"L9147","1","0","17","0","5","4057","2","false"
"L9148","16","0","130","0","11","4057","3","false"
"L9149","12","0","137","0","12","1649","3","false"
"L9150","11","0","157","0","11","1649","3","false"
"L9151","1","0","17","0","7","1649","3","false"
"L9152","1","0","34","0","9","1649","3","false"
"L9153","1","0","13","0","6","4057","3","false"
"L9154","8","0","102","0","7","4057","2","false"
"L9155","296","0","1493","5","35","1649","5","false"
"L9156","99","0","720","5","28","1649","5","true"
"L9157","1","0","9","0","4","1649","3","false"
"L9158","8","0","90","1","9","1649","3","false"
"L9159","11","0","108","0","10","1649","3","false"
"L9160","11","0","131","0","10","1649","3","false"
"L9161","13","0","184","0","9","1649","3","false"
"L9162","10","0","206","0","9","1649","3","true"
"L9163","1","0","1","0","1","71","1","false"
"L11025","1","0","32","1","13","1649","3","false"
"L11026","7","0","73","1","19","1649","4","false"
"L11027","3","0","55","1","15","1649","3","false"
"L11028","1","0","1","0","9","4057","3","false"
"L11029","1","0","32","1","13","1649","3","false"
"L11030","1","0","32","1","13","1649","3","false"
"L11031","3","0","49","1","13","1649","3","false"
"L11032","1","0","7","0","7","72","2","false"
"L11033","7","0","57","0","11","1649","3","false"
"L11034","12","0","78","1","29","4057","4","false"
"L11035","7","0","65","0","20","1649","3","false"
"L11036","1","0","6","0","1","71","1","false"
"L11037","1","0","6","0","1","71","1","false"
"L11038","76","0","292","2","42","1649","4","true"
"L11039","25","0","114","3","34","1649","4","false"
"L11040","1","0","6","0","10","72","4","false"
"L11041","1","0","6","0","6","72","2","false"
"L11042","12","0","135","1","35","1649","5","true"
"L11043","21","0","139","15","53","1649","5","false"
"L11044","16","0","95","3","15","1649","3","false"
"L11045","16","0","95","16","52","1649","5","false"
"L11046","18","0","102","14","55","1649","6","false"
"L11047","5","0","34","0","17","4057","4","false"
"L11048","4","0","50","1","5","4057","2","false"
"L11049","4","0","42","0","8","4057","2","false"
"L11050","1","0","39","1","10","1649","3","false"
"L11051","13","0","81","2","7","4057","2","false"
"L11052","1","0","5","0","1","1649","1","false"
"L11053","1","0","5","0","1","1649","1","false"
"L11054","1","0","10","0","5","72","2","false"
"L11055","3","0","22","0","5","1649","2","false"
"L11056","16","0","135","4","47","1649","6","true"
"L11057","10","0","84","3","45","1649","6","false"
"L11058","6","0","58","1","14","1649","3","false"
"L11059","6","0","57","3","40","1649","6","false"
"L11060","6","0","58","3","40","1649","6","false"
"L11061","5","0","52","0","18","4057","4","false"
"L11062","5","0","84","1","25","1649","5","true"
"L11063","7","0","71","0","17","1649","5","false"
"L11064","4","0","44","1","13","1649","4","false"
"L11065","5","0","23","0","7","71","3","false"
"L6608","4","0","407","5","23","1649","4","false"
"L6609","4","0","104","2","15","1649","4","false"
"L6610","4","0","20","0","3","4057","2","false"
"L6611","3","0","60","1","15","4057","4","false"
"L6612","5","0","65","2","12","1649","3","false"
"L6613","1","0","128","3","6","1649","2","false"
"L6614","1","0","37","0","7","1649","4","false"
"L6615","1","0","24","2","2","1649","1","false"
"L6616","2","0","88","0","13","4057","3","false"
"L6617","4","0","142","0","8","4057","2","false"
"L6618","1","0","26","0","4","4","3","false"
"L6619","1","0","38","1","2","4057","1","false"
"L6620","4","0","45","2","11","4057","3","false"
"L6621","4","0","203","2","11","4","4","false"
"L13211","8","0","110","0","4","1649","2","false"
"L13212","17","0","240","2","41","1649","4","false"
"L9165","2","0","56","0","3","1649","3","false"
"L9166","4","0","76","1","7","1649","4","false"
"L11067","3","0","93","1","5","1649","2","false"
"L11068","7","0","102","0","8","4","5","false"
"L11069","1","0","44","0","20","1649","4","false"
"L11070","1","0","40","0","15","4057","4","false"
"L11071","1","0","40","0","15","4057","4","false"
"L11072","2","0","125","0","26","1649","5","false"
"L15480","1","0","1","0","4","4057","2","false"
"L15481","3","0","22","0","2","1649","2","false"
"L15482","7","0","45","0","4","1649","2","false"
"L15483","5","0","49","1","8","4057","2","false"
"L15484","2","0","21","0","5","1649","2","false"
"L15485","4","0","40","1","8","4057","2","false"
"L15486","3","0","22","0","2","1649","2","false"
"L15487","3","0","20","0","2","1649","2","false"
"L15488","16","0","86","0","8","1649","2","false"
"L15489","9","0","73","1","8","4057","2","false"
"L15490","6","0","53","0","4","1649","2","false"
"L15491","9","0","73","1","8","4057","2","false"
"L15492","3","0","28","0","2","1649","2","false"
"L15493","3","0","22","0","2","1649","2","false"
"L15494","10","0","62","0","1","1649","1","false"
"L15495","3","0","25","0","4","1649","2","false"
"L15496","5","0","46","1","8","4057","2","false"
"L15497","2","0","20","0","4","1649","2","false"
"L15498","4","0","40","1","8","4057","2","false"
"L15499","2","0","19","0","5","1649","2","false"
"L15500","1","0","16","0","2","4057","2","false"
"L15501","1","0","6","0","2","1649","2","false"
"L15502","3","0","21","0","2","1649","2","false"
"L15503","2","0","14","0","4","1649","2","false"
"L15504","1","0","7","0","2","1649","2","false"
"L15505","2","0","14","0","4","1649","2","false"
"L15506","1","0","7","0","2","1649","2","false"
"L15507","3","0","20","0","2","1649","2","false"
"L15508","1","0","10","0","1","1649","1","false"
"L15509","1","0","10","0","1","1649","1","false"
"L15517","1","0","19","0","3","4057","2","false"
"L15518","7","0","61","0","1","1649","1","false"
"L15519","2","0","25","0","9","4057","3","false"
"L15520","2","0","13","0","1","1649","1","false"
"L15521","12","0","86","0","9","4057","3","false"
"L15522","9","0","66","0","4","4","3","false"
"L15523","4","0","32","0","9","4057","3","false"
"L15524","3","0","18","0","3","1649","2","false"
"L15525","1","0","13","0","2","4057","2","false"
"L15526","2","0","13","0","2","4","2","false"
"L15527","2","0","13","0","1","1649","1","false"
"L36558","19","0","178","1","17","1649","3","true"
"L36559","14","0","163","1","11","1649","3","true"
"L36560","1","0","1","0","6","4057","3","false"
"L36561","1","0","25","0","11","72","4","false"
"L36562","1","0","34","1","12","1649","3","true"
"L36563","1","0","23","0","4","1649","2","true"
"L36564","12","0","105","0","8","1649","3","false"
"L36565","2","0","42","0","15","17","4","false"
"L36566","1","0","18","0","7","72","3","false"
"L36567","1","0","34","1","8","1649","3","true"
"L19674","1","0","1","0","1","1649","1","false"
"L19675","4","0","33","0","10","4057","3","false"
"L19676","8","0","41","0","9","4057","3","false"
"L19677","3","0","19","0","4","4057","3","false"
"L19678","1","0","18","0","6","4057","3","false"
"L36726","29","0","291","0","13","4057","4","false"
"L36727","12","0","169","0","6","4057","3","false"
"L36728","1","0","1","0","1","72","1","false"
"L36986","41","0","360","0","13","4057","4","false"
"L36987","25","0","230","0","10","4057","4","false"
"L36988","1","0","1","0","1","72","1","false"
"L45504","1","0","22","0","2","1649","2","false"
"L45505","1","0","6","0","2","1649","2","false"
"L45506","1","0","6","0","2","1649","2","false"
"L45507","1","0","4","0","2","1649","2","false"
"L45508","1","0","18","0","5","1649","3","false"
"L45509","1","0","4","0","2","1649","2","false"
"L45510","1","0","3","0","2","1649","2","false"
"L45511","1","0","1","0","4","1649","2","false"
"L45512","1","0","6","0","2","1649","2","false"
"L45513","1","0","33","0","7","1649","3","false"
"L45514","1","0","27","0","5","1649","3","false"
"L45515","1","0","5","0","2","1649","2","false"
"L45516","1","0","29","0","5","1649","3","false"
"L45517","1","0","6","0","2","1649","2","false"
"L45518","1","0","6","0","2","1649","2","false"
"L45519","1","0","18","0","3","1649","2","false"
"L19756","28","0","288","0","28","1649","2","false"
"L19757","1","0","16","0","8","4057","4","false"
"L19758","1","0","1","0","3","4057","2","false"
"L19938","1","0","17","0","4","72","3","false"
"L19939","1","0","1","0","1","4057","1","false"
"L19940","127","0","720","41","141","1649","4","true"
"L19941","2","0","20","0","3","4057","2","false"
"L20398","8","0","87","0","9","1649","2","true"
"L20399","1","0","7","0","6","4057","2","true"
"L20400","12","0","100","0","10","4057","2","true"
"L20401","11","0","81","0","9","4057","2","true"
"L20402","8","0","71","0","7","4057","2","true"
"L20403","39","0","257","15","63","1649","3","true"
"L20404","1","0","1","0","1","4057","1","false"
"L20775","1","0","22","0","5","4057","2","false"
"L20776","27","0","251","3","31","1649","3","true"
"L20777","1","0","1","0","1","4057","1","false"
"L20778","1","0","6","0","2","4057","1","false"
"L20779","14","0","114","1","21","1649","3","false"
"L20780","1","0","10","0","2","4057","1","false"
"L20781","1","0","6","0","2","4057","1","false"
"L20782","7","0","63","4","23","1649","3","false"
"L21054","20","0","178","6","34","1649","4","true"
"L21055","1","0","22","2","14","1649","4","false"
"L21056","3","0","38","0","12","1649","4","false"
"L21057","1","0","1","0","7","4057","4","false"
"L21058","11","0","167","0","14","4057","4","false"
"L19948","2","0","26","1","1","4057","1","false"
"L20406","8","0","153","1","21","1649","3","false"
"L21381","20","0","103","0","2","4057","1","true"
"L21382","1","0","11","0","4","4057","2","false"
"L21383","1","0","10","0","6","4057","2","true"
"L21384","1","0","4","0","7","4057","2","false"
"L21385","5","0","67","0","3","4057","1","false"
"L21386","6","0","70","0","6","4057","2","false"
"L21387","49","0","351","4","39","4057","6","false"
"L21388","2","0","20","0","1","4057","1","false"
"L21389","102","0","405","0","11","4057","2","false"
"L21390","1","0","1","0","4","4057","2","false"
"L21391","7","0","76","0","2","4057","1","false"
"L21392","1","0","8","0","1","4057","1","false"
"L21393","5","0","30","0","1","1649","1","false"
"L21394","1","0","4","0","1","4057","1","false"
"L21395","18","0","141","0","22","1649","2","false"
"L21396","4","0","40","0","1","4057","1","false"
"L21397","2","0","29","0","5","4057","2","true"
"L21398","1","0","8","0","7","4057","4","false"
"L21399","1","0","7","0","3","4057","1","false"
"L21400","1","0","5","0","2","4057","1","false"
"L21401","8","0","56","0","12","1649","4","true"
"L21550","2","0","108","1","9","4057","2","false"
"L21551","1","0","74","1","3","4057","2","false"
"L21552","4","0","26","0","2","4057","2","false"
"L21553","1","0","14","0","1","1649","1","false"
"L21554","8","0","97","0","5","1649","2","false"
"L21555","4","0","20","1","3","4057","2","false"
"L21556","1","0","15","0","3","1649","2","false"
"L21557","9","0","60","0","2","1649","2","false"
"L21558","12","0","87","0","5","4057","1","false"
"L21559","102","0","632","3","19","4057","3","true"
"L21560","15","0","88","0","1","4057","1","false"
"L21561","1","0","12","0","5","4057","2","false"
"L21562","1","0","35","1","5","4057","2","false"
"L21563","2","0","34","0","2","1649","1","false"
"L21564","1","0","24","0","5","4","3","false"
"L21565","1","0","2","0","2","1649","1","false"
"L21566","1","0","5","0","2","1649","1","false"
"L21567","1","0","4","0","3","4057","1","false"
"L21568","42","0","274","0","4","4057","1","true"
"L21569","2","0","79","0","7","4057","2","false"
"L21570","2","0","14","0","2","1649","1","false"
"L21571","24","0","143","1","9","4","3","false"
"L21572","1","0","1","0","1","1649","1","false"
"L21573","1","0","19","0","3","4057","1","false"
"L21574","1","0","25","0","3","4057","1","false"
"L21575","1","0","24","0","4","4057","2","false"
"L21576","3","0","98","0","4","4057","2","false"
"L21577","1","0","3","0","1","1649","1","false"
"L21578","14","0","123","0","2","4057","1","false"
"L21579","102","0","601","2","18","4","3","false"
"L21580","1","0","20","0","2","1649","1","false"
"L23634","1","0","36","1","1","1649","1","false"
"L23635","1","0","16","0","1","4057","1","true"
"L23636","7","0","66","1","9","4057","2","true"
"L23637","1","0","7","0","1","4057","1","false"
"L23638","1","0","1","0","1","4057","1","false"
"L23639","3","0","53","0","1","1649","1","false"
"L23640","56","0","404","3","27","4057","2","true"
"L23641","15","0","241","2","16","1649","3","true"
"L23642","2","0","23","0","1","1649","1","false"
"L23643","10","0","85","0","4","1649","1","false"
"L23644","9","0","61","0","10","4057","2","false"
"L23645","22","0","114","1","16","4057","3","false"
"L23646","10","0","75","0","7","4057","2","true"
"L23647","24","0","143","2","10","4057","2","false"
"L23653","1034","0","4186","0","2","4057","1","false"
"L23654","28","0","160","0","2","4057","1","false"
"L23655","524","0","1706","0","3","4057","1","false"
"L23656","160","0","725","0","2","4057","1","false"
"L23657","4","0","39","0","2","4057","1","false"
"L23658","13","0","86","0","2","4057","1","false"
"L23659","35","0","175","0","2","4057","1","false"
"L27865","32","0","151","0","1","4057","1","false"
"L27866","17","0","178","0","1","4057","1","false"
"L27867","1","0","11","0","1","4057","1","false"
"L27868","4","0","37","0","1","4057","1","false"
"L27869","1","0","40","0","1","4057","1","false"
"L27870","2","0","38","0","1","4057","1","false"
"L27871","1","0","8","0","1","4057","1","false"
"L27872","33","0","230","0","1","4057","1","false"
"L27873","1","0","8","0","1","4057","1","false"
"L27874","23","0","194","0","1","4057","1","false"
"L27875","1","0","8","0","1","4057","1","false"
"L27876","44","0","238","0","1","4057","1","false"
"L27877","1","0","1","0","1","4057","1","false"
"L27878","1","0","130","0","1","4057","1","false"
"L27879","3","0","39","0","1","4057","1","false"
"L21407","1","0","39","0","4","72","4","false"
"L21408","4","0","81","0","1","4","1","false"
"L21409","9","0","233","0","4","4","3","false"
"L21410","5","0","76","0","10","4","5","false"
"L21582","7","0","52","1","2","4057","1","false"
"L21583","5","0","67","0","1","4057","1","false"
"L23649","1","0","29","0","10","4","5","false"
"L23650","1","0","108","3","9","4057","3","false"
"L27881","1","0","11","0","1","4057","1","false"
"L27882","1","0","158","0","1","4057","1","false"
"L27883","1","0","159","0","2","4","2","false"
"L27884","1","0","11","0","1","4057","1","false"
"L27885","1","0","11","0","1","4057","1","false"
"L27886","1","0","11","0","1","4057","1","false"
"L27887","1","0","173","0","1","4057","1","false"
"L30293","4","0","60","2","12","4057","2","true"
"L30341","4","0","46","1","21","4057","4","false"
"L30342","3","0","57","0","16","1649","2","true"
"L30343","2","0","43","1","17","4057","3","false"
"L30344","1","0","21","0","15","4057","2","true"
"L30437","4","0","56","1","32","4057","4","false"
