@RELATION bughunter

@ATTRIBUTE "unique_id" STRING
@ATTRIBUTE "McCC" NUMERIC
@ATTRIBUTE "CLOC" NUMERIC
@ATTRIBUTE "LLOC" NUMERIC
@ATTRIBUTE "Number of previous fixes" NUMERIC
@ATTRIBUTE "Number of previous modifications" NUMERIC
@ATTRIBUTE "Number of committers" NUMERIC
@ATTRIBUTE "Number of developer commits" NUMERIC
@ATTRIBUTE "Bug class" {true,false}

@DATA
"L31493","1","0","12","0","3","0","0","false"
"L31494","15","0","32","0","13","0","0","false"
"L31495","4","0","39","0","11","4","1","false"
"L31573","1","0","5","0","6","3","1","false"
"L31574","1","0","39","0","52","7","3122","false"
"L31575","41","0","349","0","126","9","3122","false"
"L31576","7","0","73","0","5","1","3122","false"
"L31577","1","0","17","0","18","0","0","false"
"L31578","1","0","7","0","10","4","3122","false"
"L31579","1","0","8","0","2","0","0","false"
"L31580","1","0","20","0","22","4","2","false"
"L31581","167","0","369","1","89","6","3122","false"
"L31582","1","0","5","0","3","0","0","false"
"L33098","24","0","181","1","16","6","113","false"
"L33099","1","0","14","1","10","6","3122","false"
"L33100","6","0","60","0","4","4","16","false"
"L33101","1","0","37","0","4","4","16","false"
"L33102","11","0","74","1","13","6","3122","false"
"L33248","14","0","117","0","10","1","3122","false"
"L33350","130","0","914","0","15","4","1","true"
"L33351","20","0","220","0","15","1","1345","true"
"L33352","1","0","7","0","5","4","3122","false"
"L33353","15","0","155","1","16","3","3122","false"
"L33354","29","0","293","0","14","2","3122","true"
"L33355","1","0","7","0","6","0","0","false"
"L36119","43","0","425","14","57","7","3122","false"
"L36120","9","0","75","0","61","9","3122","true"
"L36121","26","0","127","1","37","6","3122","true"
"L36122","18","0","99","0","24","4","3122","false"
"L36123","10","0","61","0","20","4","3122","false"
"L36124","15","0","77","0","24","5","3122","true"
"L36125","23","0","103","0","37","4","3122","true"
"L36126","16","0","75","0","22","8","2","false"
"L36127","13","0","69","0","16","6","3122","false"
"L36128","47","0","216","2","63","6","3122","false"
"L36129","60","0","230","0","38","5","3122","false"
"L36130","15","0","81","0","25","4","3122","true"
"L36131","4","0","54","0","36","5","3122","false"
"L36132","43","0","203","1","69","8","3122","true"
"L36133","18","0","90","1","39","6","3122","true"
"L36134","14","0","60","0","12","4","3122","false"
"L36135","7","0","40","0","20","4","3122","false"
"L36136","19","0","102","0","24","5","3122","true"
"L36137","3","0","21","0","4","3","2","false"
"L36138","4","0","33","0","6","2","3122","false"
"L36139","1","0","7","0","3","0","0","false"
"L36140","11","0","63","0","22","4","3122","false"
"L36141","12","0","54","0","18","4","3122","false"
"L36142","2","0","34","0","9","3","3122","false"
"L36143","58","0","265","1","88","9","3122","false"
"L36144","7","0","25","0","4","0","0","false"
"L36145","12","0","57","0","20","5","3122","false"
"L36146","97","0","362","5","109","11","3122","false"
"L36147","1","0","21","0","8","4","3122","false"
"L36148","2","0","16","0","2","1","3122","false"
"L36149","12","0","56","0","19","4","3122","false"
"L36150","385","0","1256","25","402","14","3122","true"
"L36151","11","0","40","0","12","5","16","false"
"L36152","6","0","32","0","3","2","1345","false"
"L36153","28","0","150","2","51","8","3122","false"
"L36154","9","0","52","0","18","4","3122","false"
"L36155","9","0","52","1","21","4","3122","false"
"L36156","11","0","61","0","21","4","3122","false"
"L36157","161","0","512","7","144","11","3122","true"
"L36158","3","0","38","0","6","3","3122","false"
"L36159","1","0","17","0","14","3","3122","false"
"L36160","3","0","36","0","5","0","0","false"
"L36161","1","0","9","0","2","0","0","false"
"L36162","3","0","75","0","24","5","3122","false"
"L36163","6","0","57","0","9","4","1","false"
"L36164","25","0","129","0","9","4","113","false"
"L36165","10","0","71","0","8","3","3122","true"
"L36166","1","0","7","0","3","3","2","false"
"L36167","27","0","123","0","23","7","2","false"
"L36168","69","0","367","1","69","8","3122","true"
"L36169","80","0","245","3","110","9","3122","true"
"L36170","3","0","76","0","7","5","113","false"
"L36171","2","0","65","0","1","0","0","false"
"L36172","1","0","6","0","3","2","3122","false"
"L41874","1","0","4","0","4","2","3122","false"
"L41875","1","0","59","0","61","7","3122","false"
"L41876","8","0","53","0","12","6","16","false"
"L41877","1","0","8","0","10","5","3122","false"
"L41878","1","0","8","0","3","0","0","false"
"L41879","8","0","49","0","20","6","3122","false"
"L41880","9","0","130","0","27","4","1345","false"
"L41881","1","0","35","0","12","2","3122","false"
"L41882","1","0","8","0","3","0","0","false"
"L41883","1","0","21","0","11","4","3122","true"
"L41884","1","0","13","0","3","0","0","false"
"L41885","1","0","17","0","1","1","1345","false"
"L41886","1","0","112","1","129","10","3122","false"
"L41887","24","0","173","2","102","5","3122","false"
"L41888","20","0","168","1","97","7","3122","false"
"L41889","1","0","33","0","5","2","3122","true"
"L41890","1","0","3","0","2","0","0","false"
"L48664","1","0","15","1","3","3","3122","false"
"L48665","1","0","58","3","54","5","3122","true"
"L48666","21","0","105","2","49","5","3122","false"
"L48667","3","0","47","2","21","3","3122","false"
"L48668","4","0","39","0","4","0","0","false"
"L48669","14","0","147","4","66","5","327","true"
"L48670","102","0","427","4","174","10","3122","true"
"L48671","67","0","292","3","74","6","420","true"
"L48672","1","0","8","0","5","0","0","false"
"L49169","7","0","46","0","3","2","420","true"
"L49170","9","0","95","0","16","2","6","false"
"L49171","1","0","53","0","9","0","0","false"
"L50755","1","0","13","0","12","3","3122","false"
"L50756","11","0","52","0","7","4","1345","false"
"L50757","5","0","21","0","1","0","0","false"
"L50804","14","0","314","0","15","4","3122","false"
"L50805","1","0","48","0","11","5","113","false"
"L50806","10","0","226","0","8","4","3122","false"
"L50807","6","0","55","0","3","1","3122","false"
"L4026","12","0","83","0","22","5","3122","false"
"L4027","51","0","226","1","40","8","3122","true"
"L4028","4","0","16","1","6","2","3122","false"
"L4029","1","0","18","0","6","3","3122","false"
"L4030","2","0","56","0","16","5","3122","true"
"L4031","5","0","39","0","7","2","420","false"
"L4032","11","0","346","0","37","7","3122","false"
"L4033","1","0","6","0","1","0","0","false"
"L4034","36","0","209","0","41","8","2","false"
"L4035","4","0","23","0","4","3","3122","false"
"L5051","18","0","142","2","26","8","2","false"
"L5052","1","0","13","2","7","3","2","false"
"L5053","9","0","135","2","20","5","3122","false"
"L5054","4","0","37","2","7","3","2","false"
"L5055","3","0","92","1","3","3","2","false"
"L5056","22","0","94","3","18","6","2","true"
"L5057","8","0","48","2","8","3","2","false"
"L5533","1","0","12","0","3","2","3122","false"
"L5534","6","0","63","0","10","5","3122","false"
"L5535","1","0","13","0","3","2","3122","false"
"L5536","1","0","13","0","3","2","3122","false"
"L5537","1","0","21","0","11","5","3122","false"
"L5538","3","0","34","0","13","5","3122","false"
"L5539","6","0","67","0","3","2","3122","false"
"L5540","18","0","119","2","23","6","3122","false"
"L6804","1","0","14","0","20","4","1345","false"
"L6805","1","0","24","0","22","4","16","false"
"L6806","41","0","297","2","118","11","3122","true"
"L6807","14","0","90","3","41","8","2","false"
"L6808","1","0","8","0","5","4","1","false"
"L6809","31","0","90","0","5","4","1","false"
"L7270","1","0","21","0","15","0","0","false"
"L7271","1","0","6","0","1","0","0","false"
"L7272","1","0","6","0","1","0","0","false"
"L7273","1","0","6","0","1","0","0","false"
"L7274","1","0","7","0","4","4","3122","false"
"L8924","117","0","643","1","212","12","3122","true"
"L9335","65","0","270","0","26","5","113","false"
"L9336","1","0","14","0","6","4","3122","false"
"L9337","1","0","7","0","4","0","0","false"
"L9338","1","0","24","1","21","5","2","false"
"L9339","1","0","32","0","50","7","3122","false"
"L9340","193","0","1054","5","314","11","3122","true"
"L9341","41","0","296","2","110","11","3122","false"
"L9342","1","0","4","0","2","0","0","false"
"L9343","1","0","10","0","14","5","3122","false"
"L9344","1","0","4","0","4","3","1","false"
"L9345","13","0","77","0","22","4","1345","false"
"L9346","19","0","87","0","9","4","16","false"
"L9347","12","0","69","0","3","0","0","false"
"L9348","1","0","4","0","2","0","0","false"
"L9349","1","0","13","0","2","0","0","false"
"L9350","4","0","78","0","7","4","3122","false"
"L9351","1","0","13","0","4","0","0","false"
"L9352","1","0","14","0","13","3","1","false"
"L9353","74","0","370","1","47","4","3122","false"
"L9354","1","0","4","0","2","0","0","false"
"L9355","31","0","165","0","33","4","1","false"
"L9356","1","0","10","0","14","5","2","false"
"L9357","57","0","311","0","54","6","1","true"
"L9358","9","0","34","0","3","0","0","false"
"L9359","17","0","106","0","22","3","3122","false"
"L9360","2","0","22","0","3","0","0","false"
"L9361","1","0","18","0","12","0","0","false"
"L9362","18","0","105","0","13","3","1","false"
"L9363","30","0","182","0","25","6","1","false"
"L9364","30","0","163","0","20","4","3122","true"
"L9365","1","0","8","0","3","0","0","false"
"L9366","25","0","140","0","17","3","1","true"
"L13690","104","0","564","2","71","7","3122","true"
"L13691","89","0","410","2","104","8","3122","true"
"L13692","1","0","16","0","1","0","0","false"
"L13693","23","0","180","0","39","6","2","false"
"L13694","213","0","1071","7","178","11","3122","true"
"L13695","1","0","16","0","1","0","0","false"
"L14820","9","0","63","0","10","2","1345","false"
"L14821","2","0","26","0","6","4","16","false"
"L14866","2","0","26","0","5","0","0","false"
"L15259","45","0","191","0","28","6","1","false"
"L15260","6","0","61","0","7","3","1345","true"
"L15828","1","0","39","0","7","3","1","false"
"L15829","8","0","58","1","13","7","2","false"
"L16769","23","0","269","7","53","8","3122","false"
"L16770","11","0","188","7","43","7","3122","false"
"L16771","28","0","443","8","50","7","3122","false"
"L16772","1","0","126","7","38","7","3122","false"
"L16773","19","0","365","7","58","8","3122","true"
"L20234","24","0","104","0","5","4","3122","false"
"L20235","341","0","1867","1","6","4","3122","false"
"L20236","32","0","196","0","5","4","3122","true"
"L20237","19","0","172","0","5","4","3122","false"
"L20238","4","0","29","0","5","4","3122","false"
"L20239","1","0","47","0","5","4","3122","false"
"L20240","13","0","159","0","5","4","3122","false"
"L25094","5","0","78","0","24","5","2","false"
"L25095","1","0","29","0","15","6","3122","false"
"L27388","1","0","4","0","1","0","0","false"
"L27389","1","0","4","0","1","0","0","false"
"L27941","4","0","67","1","17","6","3122","false"
"L27942","1","0","25","0","1","0","0","false"
"L27943","7","0","112","1","22","3","3122","false"
"L27944","1","0","10","0","3","0","0","false"
"L27945","4","0","63","0","15","4","3122","false"
"L27946","1","0","33","0","1","0","0","false"
"L27947","1","0","41","0","6","3","3122","false"
"L27948","12","0","24","0","4","3","6","false"
"L28259","1","0","92","2","100","6","3122","true"
"L28260","1","0","282","1","19","4","3122","true"
"L28261","191","0","1028","8","167","14","3122","true"
"L28262","1","0","50","0","73","4","1","false"
"L28263","1","0","163","0","6","4","1","false"
"L28264","106","0","575","0","63","7","1","true"
"L28265","1","0","35","0","53","4","2","true"
"L28266","1","0","142","0","22","4","3122","true"
"L28267","105","0","515","5","126","9","3122","true"
"L28268","204","0","445","0","84","7","1","true"
"L30086","1","0","16","0","12","3","3122","false"
"L30087","19","0","87","1","19","4","1","false"
"L30088","27","0","171","1","57","7","3122","false"
"L30089","1","0","33","1","44","6","3122","false"
"L30090","1","0","93","1","27","6","3122","false"
"L30091","2","0","100","1","31","6","3122","false"
"L30092","95","0","438","5","106","11","3122","true"
"L30093","27","0","174","1","54","3","3122","false"
"L30094","9","0","46","0","14","2","3122","false"
"L30942","54","0","263","0","27","6","33","false"
"L30943","25","0","119","0","15","6","33","false"
"L30944","19","0","86","0","15","4","3122","true"
"L30945","4","0","29","0","5","4","16","false"
"L30946","9","0","74","0","8","4","16","false"
"L30947","16","0","66","0","17","5","16","false"
"L30948","14","0","60","0","14","6","33","false"
"L30949","1","0","11","0","8","4","16","false"
"L30950","17","0","119","0","15","4","3122","false"
"L30951","4","0","32","0","7","4","16","false"
"L30952","5","0","53","0","9","4","16","false"
"L31585","290","0","1076","1","285","13","3122","true"
"L31586","11","0","45","0","9","0","0","true"
"L31587","349","0","1076","1","114","9","2","true"
"L31588","8","0","115","0","34","4","33","false"
"L31589","4","0","31","0","13","2","1345","false"
"L31590","8","0","102","0","15","0","0","false"
"L34006","45","0","201","0","15","0","0","false"
"L34007","68","0","355","0","70","7","3122","true"
"L34008","239","0","705","1","128","9","3122","true"
"L36179","7","0","51","0","99","1","3122","true"
"L36180","106","0","285","0","81","6","3122","false"
"L36181","1","0","6","0","14","5","1","false"
"L36182","30","0","127","1","109","13","2","false"
"L36183","16","0","88","1","44","8","2","true"
"L36184","1","0","17","0","8","0","0","false"
"L36185","1","0","17","0","8","0","0","false"
"L36186","5","0","33","0","27","6","1","false"
"L36187","4","0","27","0","10","4","1","false"
"L36188","2","0","25","0","14","6","1","false"
"L36189","71","0","292","0","36","7","1","true"
"L36190","33","0","164","0","15","7","3122","false"
"L36723","4","0","82","1","49","9","3122","false"
"L36724","1","0","18","1","29","7","2","false"
"L36725","1","0","62","0","16","2","3122","false"
"L36726","4","0","25","1","4","2","2","false"
"L36727","1","0","8","0","3","0","0","false"
"L36728","39","0","145","1","70","11","2","false"
"L37817","4","0","92","1","34","10","3122","false"
"L37818","1","0","11","1","15","8","2","false"
"L37819","2","0","23","1","5","4","2","false"
"L37820","1","0","8","0","3","3","16","false"
"L37821","4","0","23","1","5","4","2","false"
"L38349","41","0","145","1","5","4","2","false"
"L40326","1","0","45","0","1","0","0","false"
"L40327","1","0","8","0","8","1","3122","false"
"L40328","11","0","116","3","48","6","3122","false"
"L40329","19","0","66","0","15","0","0","false"
"L40330","21","0","118","3","41","6","3122","true"
"L40331","34","0","137","4","55","6","3122","false"
"L40332","24","0","88","0","13","0","0","false"
"L40333","17","0","91","3","44","6","3122","false"
"L40334","13","0","102","3","43","7","3122","false"
"L40335","29","0","131","3","47","6","3122","false"
"L40336","23","0","91","0","26","3","3122","false"
"L40337","3","0","25","0","14","0","0","false"
"L40338","40","0","140","4","70","6","3122","false"
"L40339","1","0","5","0","1","0","0","false"
"L40340","46","0","169","3","52","8","3122","false"
"L40341","6","0","46","0","5","0","0","false"
"L40342","16","0","89","0","20","3","3122","false"
"L40343","3","0","31","0","11","0","0","false"
"L40344","16","0","77","3","46","6","3122","false"
"L40345","16","0","76","3","49","8","3122","false"
"L40346","2","0","37","0","13","2","3122","false"
"L40347","16","0","76","3","46","6","3122","false"
"L40348","16","0","76","3","49","7","3122","false"
"L40349","13","0","65","0","15","0","0","false"
"L40350","1","0","27","0","12","0","0","false"
"L40351","15","0","58","0","15","0","0","false"
"L40352","38","0","149","0","34","4","2","false"
"L40353","1","0","20","0","19","2","113","false"
"L41579","12","0","205","0","7","3","3122","false"
"L41580","1","0","39","0","30","6","3122","false"
"L41581","21","0","128","0","36","3","1345","true"
"L41582","10","0","105","0","29","4","3122","true"
"L41895","65","0","574","2","58","9","3122","true"
"L41896","1","0","54","1","56","3","3122","false"
"L41897","12","0","321","0","41","6","1345","true"
"L41898","2","0","24","0","6","1","3122","false"
"L41899","46","0","612","0","70","6","3122","false"
"L41900","10","0","121","0","32","4","3122","false"
"L41901","1","0","16","0","70","3","3122","false"
"L41902","2","0","7","0","3","1","3122","false"
"L41903","4","0","28","0","5","0","0","false"
"L41904","45","0","306","0","23","4","3122","false"
"L41905","81","0","467","0","14","4","3122","false"
"L49280","4","0","32","0","38","1","3122","false"
"L49281","11","0","62","0","39","1","3122","false"
"L49282","127","0","436","0","47","3","327","false"
"L49283","131","0","664","1","99","8","327","true"
"L49284","70","0","444","1","66","8","327","false"
"L49285","6","0","170","0","38","7","61","false"
"L49286","1","0","20","0","25","4","16","false"
"L4038","7","0","37","0","3","0","0","false"
"L4039","8","0","47","0","2","0","0","false"
"L4040","1","0","6","0","2","0","0","false"
"L4041","1","0","11","0","1","0","0","false"
"L11810","21","0","218","1","24","6","3122","false"
"L11811","1","0","22","0","9","5","2","false"
"L17611","1","0","32","0","3","3","3122","false"
"L17612","1","0","57","0","3","3","3122","false"
"L17613","1","0","4","0","4","4","33","false"
"L17614","15","0","259","0","63","8","3122","false"
"L17615","19","0","89","0","43","7","3122","true"
"L17616","3","0","92","0","5","3","3122","false"
"L17617","43","0","510","0","9","3","3122","true"
"L17618","204","0","1706","1","99","9","3122","true"
"L17619","1","0","19","0","4","4","33","false"
"L17620","3","0","29","0","4","3","3122","false"
"L25098","5","0","39","0","12","3","3122","false"
"L25099","184","0","1540","7","94","8","3122","true"
"L25100","43","0","318","3","39","5","3122","false"
"L25101","1","0","15","0","4","3","3122","false"
"L25102","10","0","46","0","4","3","3122","false"
"L25103","2","0","54","1","16","4","1","false"
"L26298","1","0","19","2","16","5","3122","false"
"L26299","6","0","41","1","8","3","3122","false"
"L26300","1","0","31","2","72","7","3122","false"
"L26301","36","0","323","1","28","4","1","false"
"L26302","107","0","1145","1","16","6","3122","true"
"L26303","1","0","42","1","7","4","3122","false"
"L28271","7","0","34","0","2","1","3122","false"
"L28272","1","0","13","0","4","2","3122","false"
"L28273","1","0","6","0","2","1","3122","false"
"L28274","1","0","12","0","2","1","3122","false"
"L28275","3","0","18","0","2","1","3122","false"
"L34011","9","0","107","0","33","8","2","true"
"L34324","1","0","5","0","4","0","0","false"
"L34325","12","0","57","0","2","0","0","false"
"L34326","1","0","14","0","1","0","0","false"
"L34327","1","0","30","0","1","0","0","false"
"L34874","1","0","6","0","13","4","2","false"
"L34875","5","0","47","0","6","0","0","false"
"L34876","2","0","26","0","9","0","0","false"
"L34877","1","0","6","0","2","0","0","false"
"L34878","1","0","12","0","7","4","1345","false"
"L34879","1","0","10","0","6","0","0","false"
"L35551","1","0","7","0","7","0","0","false"
"L35552","12","0","51","0","10","0","0","false"
"L35553","5","0","38","0","9","0","0","false"
"L35554","5","0","32","0","5","0","0","false"
"L35555","13","0","72","0","17","4","1345","false"
"L35556","12","0","32","0","17","2","3122","false"
