"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of previous fixes","Number of previous modifications","Number of committers","Number of developer commits","Number of bugs"
"L5529","OCompression.java","core/src/main/java/com/orientechnologies/orient/core/compression/OCompression.java","L5528","1","0","8","0","10","5","3122","0"
"L5530","OCompressionFactory.java","core/src/main/java/com/orientechnologies/orient/core/compression/OCompressionFactory.java","L5528","3","0","34","0","10","5","3122","0"
"L5876","OAbstractStorageClusterConfiguration.java","core/src/main/java/com/orientechnologies/orient/core/config/OAbstractStorageClusterConfiguration.java","L5875","1","0","27","0","2","0","0","0"
"L5877","OConfigurationChangeCallback.java","core/src/main/java/com/orientechnologies/orient/core/config/OConfigurationChangeCallback.java","L5875","1","0","4","0","2","0","0","0"
"L5878","OContextConfiguration.java","core/src/main/java/com/orientechnologies/orient/core/config/OContextConfiguration.java","L5875","11","0","58","0","11","2","1345","1"
"L5879","OGlobalConfiguration.java","core/src/main/java/com/orientechnologies/orient/core/config/OGlobalConfiguration.java","L5875","33","0","487","5","355","12","3122","8"
"L5880","OStorageClusterConfiguration.java","core/src/main/java/com/orientechnologies/orient/core/config/OStorageClusterConfiguration.java","L5875","1","0","7","0","3","0","0","0"
"L5881","OStorageClusterHoleConfiguration.java","core/src/main/java/com/orientechnologies/orient/core/config/OStorageClusterHoleConfiguration.java","L5875","1","0","12","0","4","0","0","0"
"L5882","OStorageConfiguration.java","core/src/main/java/com/orientechnologies/orient/core/config/OStorageConfiguration.java","L5875","47","0","395","0","118","9","3122","1"
"L5883","OStorageDataConfiguration.java","core/src/main/java/com/orientechnologies/orient/core/config/OStorageDataConfiguration.java","L5875","1","0","23","0","9","0","0","0"
"L5884","OStorageDataHoleConfiguration.java","core/src/main/java/com/orientechnologies/orient/core/config/OStorageDataHoleConfiguration.java","L5875","1","0","11","0","4","0","0","0"
"L5885","OStorageEHClusterConfiguration.java","core/src/main/java/com/orientechnologies/orient/core/config/OStorageEHClusterConfiguration.java","L5875","1","0","32","0","5","5","16","0"
"L5886","OStorageEntryConfiguration.java","core/src/main/java/com/orientechnologies/orient/core/config/OStorageEntryConfiguration.java","L5875","1","0","13","0","4","0","0","0"
"L5887","OStorageFileConfiguration.java","core/src/main/java/com/orientechnologies/orient/core/config/OStorageFileConfiguration.java","L5875","1","0","24","0","4","0","0","0"
"L5888","OStorageMemoryClusterConfiguration.java","core/src/main/java/com/orientechnologies/orient/core/config/OStorageMemoryClusterConfiguration.java","L5875","1","0","6","0","4","0","0","0"
"L5889","OStorageMemoryLinearHashingClusterConfiguration.java","core/src/main/java/com/orientechnologies/orient/core/config/OStorageMemoryLinearHashingClusterConfiguration.java","L5875","1","0","6","0","1","0","0","0"
"L5890","OStoragePaginatedClusterConfiguration.java","core/src/main/java/com/orientechnologies/orient/core/config/OStoragePaginatedClusterConfiguration.java","L5875","1","0","40","0","4","2","3122","0"
"L5891","OStoragePhysicalClusterConfiguration.java","core/src/main/java/com/orientechnologies/orient/core/config/OStoragePhysicalClusterConfiguration.java","L5875","1","0","5","0","10","0","0","0"
"L5892","OStoragePhysicalClusterConfigurationLocal.java","core/src/main/java/com/orientechnologies/orient/core/config/OStoragePhysicalClusterConfigurationLocal.java","L5875","1","0","49","0","1","0","0","0"
"L5893","OStorageSegmentConfiguration.java","core/src/main/java/com/orientechnologies/orient/core/config/OStorageSegmentConfiguration.java","L5875","4","0","43","0","13","4","16","0"
"L5894","OStorageTxConfiguration.java","core/src/main/java/com/orientechnologies/orient/core/config/OStorageTxConfiguration.java","L5875","2","0","30","0","5","0","0","0"
"L6784","ODatabase.java","core/src/main/java/com/orientechnologies/orient/core/db/ODatabase.java","L6783","1","0","83","1","89","9","3122","0"
"L6785","ODatabaseComplex.java","core/src/main/java/com/orientechnologies/orient/core/db/ODatabaseComplex.java","L6783","1","0","78","1","76","10","3122","0"
"L6786","ODatabaseFactory.java","core/src/main/java/com/orientechnologies/orient/core/db/ODatabaseFactory.java","L6783","14","0","78","1","15","5","3122","1"
"L6787","ODatabaseLifecycleListener.java","core/src/main/java/com/orientechnologies/orient/core/db/ODatabaseLifecycleListener.java","L6783","1","0","6","0","12","3","3122","0"
"L6788","ODatabaseListener.java","core/src/main/java/com/orientechnologies/orient/core/db/ODatabaseListener.java","L6783","1","0","13","0","6","0","0","0"
"L6789","ODatabasePoolAbstract.java","core/src/main/java/com/orientechnologies/orient/core/db/ODatabasePoolAbstract.java","L6783","29","0","249","2","58","9","3122","0"
"L6790","ODatabasePoolBase.java","core/src/main/java/com/orientechnologies/orient/core/db/ODatabasePoolBase.java","L6783","11","0","106","2","41","7","3122","0"
"L6791","ODatabasePooled.java","core/src/main/java/com/orientechnologies/orient/core/db/ODatabasePooled.java","L6783","1","0","6","0","5","0","0","0"
"L6792","ODatabasePoolEntry.java","core/src/main/java/com/orientechnologies/orient/core/db/ODatabasePoolEntry.java","L6783","12","0","41","0","2","0","0","0"
"L6793","ODatabaseRecordThreadLocal.java","core/src/main/java/com/orientechnologies/orient/core/db/ODatabaseRecordThreadLocal.java","L6783","4","0","40","0","11","2","1345","0"
"L6794","ODatabaseRecordWrapperAbstract.java","core/src/main/java/com/orientechnologies/orient/core/db/ODatabaseRecordWrapperAbstract.java","L6783","14","0","329","0","126","10","3122","0"
"L6795","ODatabaseSchemaAware.java","core/src/main/java/com/orientechnologies/orient/core/db/ODatabaseSchemaAware.java","L6783","1","0","5","0","5","0","0","1"
"L6796","ODatabaseThreadLocalFactory.java","core/src/main/java/com/orientechnologies/orient/core/db/ODatabaseThreadLocalFactory.java","L6783","1","0","5","0","2","0","0","0"
"L6797","ODatabaseWrapperAbstract.java","core/src/main/java/com/orientechnologies/orient/core/db/ODatabaseWrapperAbstract.java","L6783","3","0","271","0","90","10","3122","0"
"L6798","ODataSegmentStrategy.java","core/src/main/java/com/orientechnologies/orient/core/db/ODataSegmentStrategy.java","L6783","1","0","5","0","2","0","0","0"
"L6799","ODefaultDataSegmentStrategy.java","core/src/main/java/com/orientechnologies/orient/core/db/ODefaultDataSegmentStrategy.java","L6783","3","0","13","0","4","0","0","0"
"L6800","OScenarioThreadLocal.java","core/src/main/java/com/orientechnologies/orient/core/db/OScenarioThreadLocal.java","L6783","2","0","22","0","4","2","3122","0"
"L6801","OUserObject2RecordHandler.java","core/src/main/java/com/orientechnologies/orient/core/db/OUserObject2RecordHandler.java","L6783","1","0","11","0","11","0","0","0"
"L14780","ODictionary.java","core/src/main/java/com/orientechnologies/orient/core/dictionary/ODictionary.java","L14779","4","0","42","0","15","3","3122","0"
"L14816","OEngine.java","core/src/main/java/com/orientechnologies/orient/core/engine/OEngine.java","L14815","1","0","10","0","5","0","0","0"
"L14817","OEngineAbstract.java","core/src/main/java/com/orientechnologies/orient/core/engine/OEngineAbstract.java","L14815","3","0","17","0","3","0","0","0"
"L14897","OClassDictionary.java","core/src/main/java/com/orientechnologies/orient/core/entity/OClassDictionary.java","L14896","29","0","79","0","17","5","3122","0"
"L14898","OEntityManager.java","core/src/main/java/com/orientechnologies/orient/core/entity/OEntityManager.java","L14896","18","0","127","0","38","7","1345","0"
"L14899","OEntityManagerClassHandler.java","core/src/main/java/com/orientechnologies/orient/core/entity/OEntityManagerClassHandler.java","L14896","5","0","54","0","11","4","3122","0"
"L14900","OEntityManagerInternal.java","core/src/main/java/com/orientechnologies/orient/core/entity/OEntityManagerInternal.java","L14896","1","0","4","0","3","0","0","0"
"L15055","OAllCacheEntriesAreUsedException.java","core/src/main/java/com/orientechnologies/orient/core/exception/OAllCacheEntriesAreUsedException.java","L15054","1","0","9","0","4","3","3122","0"
"L15056","OCommandExecutionException.java","core/src/main/java/com/orientechnologies/orient/core/exception/OCommandExecutionException.java","L15054","1","0","11","0","2","0","0","0"
"L15057","OConcurrentModificationException.java","core/src/main/java/com/orientechnologies/orient/core/exception/OConcurrentModificationException.java","L15054","2","0","68","0","23","4","3122","0"
"L15058","OConfigurationException.java","core/src/main/java/com/orientechnologies/orient/core/exception/OConfigurationException.java","L15054","1","0","11","0","2","0","0","0"
"L15059","ODatabaseException.java","core/src/main/java/com/orientechnologies/orient/core/exception/ODatabaseException.java","L15054","1","0","11","0","2","0","0","0"
"L15060","OFastConcurrentModificationException.java","core/src/main/java/com/orientechnologies/orient/core/exception/OFastConcurrentModificationException.java","L15054","1","0","20","0","2","0","0","0"
"L15061","OFetchException.java","core/src/main/java/com/orientechnologies/orient/core/exception/OFetchException.java","L15054","1","0","11","0","1","0","0","0"
"L15062","OGraphException.java","core/src/main/java/com/orientechnologies/orient/core/exception/OGraphException.java","L15054","1","0","11","0","2","0","0","0"
"L15063","OMemoryLockException.java","core/src/main/java/com/orientechnologies/orient/core/exception/OMemoryLockException.java","L15054","1","0","7","0","3","0","0","0"
"L15064","OQueryParsingException.java","core/src/main/java/com/orientechnologies/orient/core/exception/OQueryParsingException.java","L15054","4","0","45","0","5","0","0","0"
"L15065","ORecordNotFoundException.java","core/src/main/java/com/orientechnologies/orient/core/exception/ORecordNotFoundException.java","L15054","1","0","11","0","2","0","0","0"
"L15066","OSchemaException.java","core/src/main/java/com/orientechnologies/orient/core/exception/OSchemaException.java","L15054","1","0","11","0","2","0","0","0"
"L15067","OSecurityAccessException.java","core/src/main/java/com/orientechnologies/orient/core/exception/OSecurityAccessException.java","L15054","1","0","19","0","5","0","0","0"
"L15068","OSecurityException.java","core/src/main/java/com/orientechnologies/orient/core/exception/OSecurityException.java","L15054","1","0","11","0","4","0","0","0"
"L15069","OSerializationException.java","core/src/main/java/com/orientechnologies/orient/core/exception/OSerializationException.java","L15054","1","0","11","0","2","0","0","0"
"L15070","OStorageException.java","core/src/main/java/com/orientechnologies/orient/core/exception/OStorageException.java","L15054","1","0","11","0","2","0","0","0"
"L15071","OTransactionAbortedException.java","core/src/main/java/com/orientechnologies/orient/core/exception/OTransactionAbortedException.java","L15054","1","0","10","0","1","0","0","0"
"L15072","OTransactionBlockedException.java","core/src/main/java/com/orientechnologies/orient/core/exception/OTransactionBlockedException.java","L15054","1","0","10","0","1","0","0","0"
"L15073","OTransactionException.java","core/src/main/java/com/orientechnologies/orient/core/exception/OTransactionException.java","L15054","1","0","11","0","2","0","0","0"
"L15074","OValidationException.java","core/src/main/java/com/orientechnologies/orient/core/exception/OValidationException.java","L15054","1","0","10","0","2","0","0","0"
"L15254","OFetchContext.java","core/src/main/java/com/orientechnologies/orient/core/fetch/OFetchContext.java","L15253","1","0","28","0","7","3","1","0"
"L15255","OFetchHelper.java","core/src/main/java/com/orientechnologies/orient/core/fetch/OFetchHelper.java","L15253","142","0","484","5","93","9","3122","2"
"L15256","OFetchListener.java","core/src/main/java/com/orientechnologies/orient/core/fetch/OFetchListener.java","L15253","1","0","18","0","8","3","1345","0"
"L15935","ODocumentHookAbstract.java","core/src/main/java/com/orientechnologies/orient/core/hook/ODocumentHookAbstract.java","L15934","41","0","188","0","21","5","3122","0"
"L15936","OHookThreadLocal.java","core/src/main/java/com/orientechnologies/orient/core/hook/OHookThreadLocal.java","L15934","2","0","21","0","3","0","0","0"
"L15937","ORecordHook.java","core/src/main/java/com/orientechnologies/orient/core/hook/ORecordHook.java","L15934","1","0","18","0","13","3","3122","0"
"L15938","ORecordHookAbstract.java","core/src/main/java/com/orientechnologies/orient/core/hook/ORecordHookAbstract.java","L15934","26","0","134","0","9","1","1345","0"
"L16187","OClusterPosition.java","core/src/main/java/com/orientechnologies/orient/core/id/OClusterPosition.java","L16186","1","0","13","0","12","6","16","0"
"L16188","OClusterPositionFactory.java","core/src/main/java/com/orientechnologies/orient/core/id/OClusterPositionFactory.java","L16186","5","0","109","0","10","4","16","0"
"L16189","OClusterPositionLong.java","core/src/main/java/com/orientechnologies/orient/core/id/OClusterPositionLong.java","L16186","7","0","90","0","8","4","6","0"
"L16190","OClusterPositionNodeId.java","core/src/main/java/com/orientechnologies/orient/core/id/OClusterPositionNodeId.java","L16186","4","0","81","0","9","4","6","0"
"L16191","OImmutableRecordId.java","core/src/main/java/com/orientechnologies/orient/core/id/OImmutableRecordId.java","L16186","1","0","37","0","5","1","1345","0"
"L16192","ONodeId.java","core/src/main/java/com/orientechnologies/orient/core/id/ONodeId.java","L16186","65","0","365","0","14","4","6","0"
"L16193","ORecordId.java","core/src/main/java/com/orientechnologies/orient/core/id/ORecordId.java","L16186","27","0","223","0","60","5","3122","0"
"L16194","ORID.java","core/src/main/java/com/orientechnologies/orient/core/id/ORID.java","L16186","1","0","24","0","15","0","0","0"
"L16705","OAbstractIndexDefinition.java","core/src/main/java/com/orientechnologies/orient/core/index/OAbstractIndexDefinition.java","L16704","9","0","53","1","10","4","3122","0"
"L16706","OAbstractIndexDefinitionMultiValue.java","core/src/main/java/com/orientechnologies/orient/core/index/OAbstractIndexDefinitionMultiValue.java","L16704","9","0","50","0","5","1","1345","0"
"L16707","OAlwaysGreaterKey.java","core/src/main/java/com/orientechnologies/orient/core/index/OAlwaysGreaterKey.java","L16704","1","0","6","0","5","4","3122","0"
"L16708","OAlwaysLessKey.java","core/src/main/java/com/orientechnologies/orient/core/index/OAlwaysLessKey.java","L16704","1","0","6","0","5","4","3122","0"
"L16709","OClassIndexManager.java","core/src/main/java/com/orientechnologies/orient/core/index/OClassIndexManager.java","L16704","101","0","436","1","78","7","3122","0"
"L16710","OCompositeIndexDefinition.java","core/src/main/java/com/orientechnologies/orient/core/index/OCompositeIndexDefinition.java","L16704","60","0","413","1","30","6","3122","1"
"L16711","OCompositeKey.java","core/src/main/java/com/orientechnologies/orient/core/index/OCompositeKey.java","L16704","20","0","106","0","8","5","3122","0"
"L16712","ODefaultIndexFactory.java","core/src/main/java/com/orientechnologies/orient/core/index/ODefaultIndexFactory.java","L16704","25","0","107","0","25","4","3122","1"
"L16713","ODocumentFieldsHashSet.java","core/src/main/java/com/orientechnologies/orient/core/index/ODocumentFieldsHashSet.java","L16704","14","0","96","0","4","0","0","0"
"L16714","OIndex.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndex.java","L16704","1","0","51","7","91","9","3122","0"
"L16715","OIndexAbstract.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexAbstract.java","L16704","78","0","759","6","72","7","3122","6"
"L16716","OIndexAbstractCursor.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexAbstractCursor.java","L16704","5","0","57","0","5","3","3122","1"
"L16717","OIndexAbstractDelegate.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexAbstractDelegate.java","L16704","7","0","165","7","78","10","3122","0"
"L16718","OIndexCallback.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexCallback.java","L16704","1","0","5","0","2","0","0","0"
"L16719","OIndexCursor.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexCursor.java","L16704","1","0","12","2","8","4","3122","0"
"L16720","OIndexCursorCollectionValue.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexCursorCollectionValue.java","L16704","5","0","50","0","3","2","3122","0"
"L16721","OIndexCursorSingleValue.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexCursorSingleValue.java","L16704","3","0","44","0","3","2","3122","0"
"L16722","OIndexDefinition.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexDefinition.java","L16704","1","0","25","0","18","4","3122","0"
"L16723","OIndexDefinitionFactory.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexDefinitionFactory.java","L16704","33","0","119","1","14","6","3122","0"
"L16724","OIndexDefinitionMultiValue.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexDefinitionMultiValue.java","L16704","1","0","8","0","5","0","0","0"
"L16725","OIndexDictionary.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexDictionary.java","L16704","3","0","55","1","37","7","3122","1"
"L16726","OIndexEngine.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexEngine.java","L16704","1","0","46","7","35","7","3122","0"
"L16727","OIndexes.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexes.java","L16704","7","0","63","0","21","4","3122","0"
"L16728","OIndexException.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexException.java","L16704","1","0","11","0","3","0","0","0"
"L16729","OIndexFactory.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexFactory.java","L16704","1","0","11","0","28","4","3122","0"
"L16730","OIndexFullText.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexFullText.java","L16704","39","0","243","2","86","10","3122","1"
"L16731","OIndexInternal.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexInternal.java","L16704","13","0","97","1","52","6","3122","0"
"L16732","OIndexKeyCursor.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexKeyCursor.java","L16704","1","0","6","0","4","3","3122","0"
"L16733","OIndexManager.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexManager.java","L16704","1","0","40","3","55","5","3122","1"
"L16734","OIndexManagerAbstract.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexManagerAbstract.java","L16704","48","0","369","5","89","10","3122","2"
"L16735","OIndexManagerProxy.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexManagerProxy.java","L16704","2","0","113","3","40","5","3122","1"
"L16736","OIndexManagerRemote.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexManagerRemote.java","L16704","10","0","109","1","57","7","3122","1"
"L16737","OIndexManagerShared.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexManagerShared.java","L16704","79","0","413","4","97","8","3122","4"
"L16738","OIndexMultiValues.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexMultiValues.java","L16704","28","0","301","5","124","11","3122","1"
"L16739","OIndexNotUnique.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexNotUnique.java","L16704","1","0","15","0","34","6","3122","0"
"L16740","OIndexOneValue.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexOneValue.java","L16704","14","0","189","5","75","10","3122","0"
"L16741","OIndexRebuildOutputListener.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexRebuildOutputListener.java","L16704","7","0","49","0","13","3","3122","0"
"L16742","OIndexRemote.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexRemote.java","L16704","21","0","312","7","90","10","3122","1"
