"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of committers","Number of developer commits","Number of previous fixes","Number of previous modifications","Number of bugs"
"L3572","ParameterizedAssertionError.java","src/main/java/org/junit/experimental/theories/internal/ParameterizedAssertionError.java","L3569","4","0","38","0","0","0","2","0"
"L3883","TestedOn.java","src/main/java/org/junit/experimental/theories/suppliers/TestedOn.java","L3882","1","0","9","0","0","0","1","0"
"L3884","TestedOnSupplier.java","src/main/java/org/junit/experimental/theories/suppliers/TestedOnSupplier.java","L3882","2","0","18","0","0","0","2","1"
"L4873","EachTestNotifier.java","src/main/java/org/junit/internal/runners/model/EachTestNotifier.java","L4872","3","0","37","0","0","0","9","0"
"L4874","MultipleFailureException.java","src/main/java/org/junit/internal/runners/model/MultipleFailureException.java","L4872","3","0","19","0","0","0","4","0"
"L4875","ReflectiveCallable.java","src/main/java/org/junit/internal/runners/model/ReflectiveCallable.java","L4872","2","0","12","0","0","0","1","0"
"L4918","ExpectException.java","src/main/java/org/junit/internal/runners/statements/ExpectException.java","L4917","4","0","28","0","0","0","4","0"
"L4919","Fail.java","src/main/java/org/junit/internal/runners/statements/Fail.java","L4917","1","0","12","0","0","0","2","0"
"L4920","FailOnTimeout.java","src/main/java/org/junit/internal/runners/statements/FailOnTimeout.java","L4917","4","0","36","0","0","0","4","0"
"L4921","InvokeMethod.java","src/main/java/org/junit/internal/runners/statements/InvokeMethod.java","L4917","1","0","15","0","0","0","3","0"
"L4922","RunAfters.java","src/main/java/org/junit/internal/runners/statements/RunAfters.java","L4917","4","0","34","0","0","0","6","1"
"L4923","RunBefores.java","src/main/java/org/junit/internal/runners/statements/RunBefores.java","L4917","2","0","20","0","0","0","4","0"
"L1640","AllTests.java","src/test/java/junit/samples/AllTests.java","L1639","1","0","15","0","0","0","1","0"
"L1641","ListTest.java","src/test/java/junit/samples/ListTest.java","L1639","3","0","54","0","0","0","1","0"
"L1642","package-info.java","src/test/java/junit/samples/package-info.java","L1639","1","0","1","0","0","0","1","0"
"L1643","SimpleTest.java","src/test/java/junit/samples/SimpleTest.java","L1639","1","0","35","0","0","0","1","0"
"L1903","AllTests.java","src/test/java/junit/tests/AllTests.java","L1902","1","0","15","0","0","0","1","0"
"L1904","package-info.java","src/test/java/junit/tests/package-info.java","L1902","1","0","1","0","0","0","1","0"
"L1905","WasRun.java","src/test/java/junit/tests/WasRun.java","L1902","1","0","9","0","0","0","1","0"
"L1694","IMoney.java","src/test/java/junit/samples/money/IMoney.java","L1693","1","0","11","0","0","0","1","0"
"L1695","Money.java","src/test/java/junit/samples/money/Money.java","L1693","7","0","65","0","0","0","1","0"
"L1696","MoneyBag.java","src/test/java/junit/samples/money/MoneyBag.java","L1693","20","0","108","0","0","0","1","0"
"L1697","MoneyTest.java","src/test/java/junit/samples/money/MoneyTest.java","L1693","1","0","123","0","0","0","1","0"
"L1698","package-info.java","src/test/java/junit/samples/money/package-info.java","L1693","1","0","1","0","0","0","1","0"
"L1919","ActiveTestTest.java","src/test/java/junit/tests/extensions/ActiveTestTest.java","L1918","2","0","51","0","0","0","1","0"
"L1920","AllTests.java","src/test/java/junit/tests/extensions/AllTests.java","L1918","1","0","15","0","0","0","1","0"
"L1921","ExtensionTest.java","src/test/java/junit/tests/extensions/ExtensionTest.java","L1918","1","0","78","0","0","0","1","0"
"L1922","package-info.java","src/test/java/junit/tests/extensions/package-info.java","L1918","1","0","1","0","0","0","1","0"
"L1923","RepeatedTestTest.java","src/test/java/junit/tests/extensions/RepeatedTestTest.java","L1918","2","0","50","0","0","0","1","0"
"L2035","AllTests.java","src/test/java/junit/tests/framework/AllTests.java","L2034","1","0","22","0","0","0","1","0"
"L2036","AssertTest.java","src/test/java/junit/tests/framework/AssertTest.java","L2034","13","0","120","0","0","0","1","1"
"L2037","ComparisonCompactorTest.java","src/test/java/junit/tests/framework/ComparisonCompactorTest.java","L2034","1","0","81","0","0","0","1","0"
"L2038","ComparisonFailureTest.java","src/test/java/junit/tests/framework/ComparisonFailureTest.java","L2034","2","0","17","0","0","0","1","0"
"L2039","DoublePrecisionAssertTest.java","src/test/java/junit/tests/framework/DoublePrecisionAssertTest.java","L2034","5","0","42","0","0","0","1","0"
"L2040","Failure.java","src/test/java/junit/tests/framework/Failure.java","L2034","1","0","8","0","0","0","1","0"
"L2041","FloatAssertTest.java","src/test/java/junit/tests/framework/FloatAssertTest.java","L2034","6","0","49","0","0","0","1","0"
"L2042","InheritedTestCase.java","src/test/java/junit/tests/framework/InheritedTestCase.java","L2034","1","0","5","0","0","0","1","0"
"L2043","NoArgTestCaseTest.java","src/test/java/junit/tests/framework/NoArgTestCaseTest.java","L2034","1","0","6","0","0","0","1","0"
"L2044","NoTestCaseClass.java","src/test/java/junit/tests/framework/NoTestCaseClass.java","L2034","1","0","5","0","0","0","1","0"
"L2045","NoTestCases.java","src/test/java/junit/tests/framework/NoTestCases.java","L2034","1","0","6","0","0","0","1","0"
"L2046","NotPublicTestCase.java","src/test/java/junit/tests/framework/NotPublicTestCase.java","L2034","1","0","8","0","0","0","1","0"
"L2047","NotVoidTestCase.java","src/test/java/junit/tests/framework/NotVoidTestCase.java","L2034","1","0","9","0","0","0","1","0"
"L2048","OneTestCase.java","src/test/java/junit/tests/framework/OneTestCase.java","L2034","1","0","10","0","0","0","1","0"
"L2049","OverrideTestCase.java","src/test/java/junit/tests/framework/OverrideTestCase.java","L2034","1","0","6","0","0","0","1","0"
"L2050","package-info.java","src/test/java/junit/tests/framework/package-info.java","L2034","1","0","1","0","0","0","1","0"
"L2051","Success.java","src/test/java/junit/tests/framework/Success.java","L2034","1","0","9","0","0","0","1","0"
"L2052","SuiteTest.java","src/test/java/junit/tests/framework/SuiteTest.java","L2034","1","0","94","0","0","1","5","0"
"L2053","TestCaseTest.java","src/test/java/junit/tests/framework/TestCaseTest.java","L2034","2","0","169","0","0","0","1","0"
"L2054","TestImplementorTest.java","src/test/java/junit/tests/framework/TestImplementorTest.java","L2034","1","0","43","0","0","0","1","0"
"L2055","TestListenerTest.java","src/test/java/junit/tests/framework/TestListenerTest.java","L2034","1","0","65","0","0","0","1","1"
"L2056","ThreeTestCases.java","src/test/java/junit/tests/framework/ThreeTestCases.java","L2034","1","0","10","0","0","1","3","0"
"L2410","AllTests.java","src/test/java/junit/tests/runner/AllTests.java","L2409","1","0","21","0","0","0","1","0"
"L2411","BaseTestRunnerTest.java","src/test/java/junit/tests/runner/BaseTestRunnerTest.java","L2409","1","0","42","0","0","0","2","0"
"L2412","package-info.java","src/test/java/junit/tests/runner/package-info.java","L2409","1","0","1","0","0","0","1","0"
"L2413","StackFilterTest.java","src/test/java/junit/tests/runner/StackFilterTest.java","L2409","1","0","40","0","0","0","1","0"
"L2414","TextFeedbackTest.java","src/test/java/junit/tests/runner/TextFeedbackTest.java","L2409","2","0","91","0","0","0","1","0"
"L2415","TextRunnerSingleMethodTest.java","src/test/java/junit/tests/runner/TextRunnerSingleMethodTest.java","L2409","1","0","27","0","0","0","1","0"
"L2416","TextRunnerTest.java","src/test/java/junit/tests/runner/TextRunnerTest.java","L2409","3","0","50","0","0","0","1","0"
"L6470","ListTest.java","src/test/java/org/junit/samples/ListTest.java","L6469","3","0","63","0","0","0","1","0"
"L6471","package-info.java","src/test/java/org/junit/samples/package-info.java","L6469","1","0","1","0","0","0","1","0"
"L6472","SimpleTest.java","src/test/java/org/junit/samples/SimpleTest.java","L6469","1","0","28","0","0","0","1","0"
"L6557","AllTests.java","src/test/java/org/junit/tests/AllTests.java","L6556","1","0","139","2","20","0","45","5"
"L6558","ObjectContractTest.java","src/test/java/org/junit/tests/ObjectContractTest.java","L6556","3","0","39","0","0","0","3","0"
"L6559","package-info.java","src/test/java/org/junit/tests/package-info.java","L6556","1","0","1","0","0","0","1","0"
"L6560","ParentRunnerTest.java","src/test/java/org/junit/tests/ParentRunnerTest.java","L6556","1","0","38","0","0","0","7","1"
"L6561","TestSystem.java","src/test/java/org/junit/tests/TestSystem.java","L6556","1","0","23","0","0","0","1","0"
"L6499","MoneyTest.java","src/test/java/org/junit/samples/money/MoneyTest.java","L6498","1","0","136","0","0","0","1","0"
"L6500","package-info.java","src/test/java/org/junit/samples/money/package-info.java","L6498","1","0","1","0","0","0","1","0"
"L6760","AssertionTest.java","src/test/java/org/junit/tests/assertion/AssertionTest.java","L6759","25","0","385","0","0","0","20","1"
"L6761","BothTest.java","src/test/java/org/junit/tests/assertion/BothTest.java","L6759","6","0","60","0","0","0","14","0"
"L6762","EachTest.java","src/test/java/org/junit/tests/assertion/EachTest.java","L6759","1","0","11","0","0","0","5","0"
"L6890","JUnit4ClassRunnerTest.java","src/test/java/org/junit/tests/deprecated/JUnit4ClassRunnerTest.java","L6889","1","0","43","0","0","0","3","0"
"L6916","AnnotatedDescriptionTest.java","src/test/java/org/junit/tests/description/AnnotatedDescriptionTest.java","L6915","1","0","78","0","0","0","2","0"
"L6917","SuiteDescriptionTest.java","src/test/java/org/junit/tests/description/SuiteDescriptionTest.java","L6915","1","0","29","0","0","0","1","0"
"L6918","TestDescriptionTest.java","src/test/java/org/junit/tests/description/TestDescriptionTest.java","L6915","1","0","9","0","0","0","2","0"
"L6982","AssumptionTest.java","src/test/java/org/junit/tests/experimental/AssumptionTest.java","L6981","4","0","148","0","0","0","11","0"
"L6983","AssumptionViolatedExceptionTest.java","src/test/java/org/junit/tests/experimental/AssumptionViolatedExceptionTest.java","L6981","1","0","44","0","0","0","8","0"
"L6984","ExperimentalTests.java","src/test/java/org/junit/tests/experimental/ExperimentalTests.java","L6981","1","0","25","0","0","0","2","0"
"L6985","MatcherTest.java","src/test/java/org/junit/tests/experimental/MatcherTest.java","L6981","1","0","35","0","0","0","2","0"
"L8444","AllTestsTest.java","src/test/java/org/junit/tests/junit3compatibility/AllTestsTest.java","L8443","1","0","68","0","0","0","5","0"
"L8445","ClassRequestTest.java","src/test/java/org/junit/tests/junit3compatibility/ClassRequestTest.java","L8443","1","0","16","0","0","0","3","0"
"L8446","ForwardCompatibilityPrintingTest.java","src/test/java/org/junit/tests/junit3compatibility/ForwardCompatibilityPrintingTest.java","L8443","2","0","76","0","0","0","1","0"
"L8447","ForwardCompatibilityTest.java","src/test/java/org/junit/tests/junit3compatibility/ForwardCompatibilityTest.java","L8443","1","0","191","0","0","0","4","0"
"L8448","InitializationErrorForwardCompatibilityTest.java","src/test/java/org/junit/tests/junit3compatibility/InitializationErrorForwardCompatibilityTest.java","L8443","1","0","82","0","0","0","3","0"
"L8449","JUnit38ClassRunnerTest.java","src/test/java/org/junit/tests/junit3compatibility/JUnit38ClassRunnerTest.java","L8443","1","0","66","1","4","0","4","0"
"L8450","OldTestClassAdaptingListenerTest.java","src/test/java/org/junit/tests/junit3compatibility/OldTestClassAdaptingListenerTest.java","L8443","1","0","25","0","0","0","3","0"
"L8451","OldTests.java","src/test/java/org/junit/tests/junit3compatibility/OldTests.java","L8443","1","0","10","0","0","0","1","0"
"L8452","SuiteMethodTest.java","src/test/java/org/junit/tests/junit3compatibility/SuiteMethodTest.java","L8443","1","0","100","0","0","0","7","0"
