@RELATION bughunter

@ATTRIBUTE "unique_id" STRING
@ATTRIBUTE "McCC" NUMERIC
@ATTRIBUTE "CLOC" NUMERIC
@ATTRIBUTE "LLOC" NUMERIC
@ATTRIBUTE "Number of previous fixes" NUMERIC
@ATTRIBUTE "Number of developer commits" NUMERIC
@ATTRIBUTE "Number of committers" NUMERIC
@ATTRIBUTE "Number of previous modifications" NUMERIC
@ATTRIBUTE "Bug class" {true,false}

@DATA
"L11582","1","0","7","1","1466","2","4","false"
"L11583","1","0","27","1","1466","3","5","false"
"L11584","1","0","10","1","1466","3","4","false"
"L11585","15","0","70","1","1466","2","4","false"
"L11586","1","0","12","1","1466","2","4","true"
"L11587","3","0","59","1","1466","4","9","true"
"L11588","2","0","20","1","1466","3","6","false"
"L11589","2","0","10","1","1466","3","3","false"
"L11590","9","0","39","1","1466","2","4","false"
"L39708","25","0","201","2","244","5","11","false"
"L39709","1","0","9","0","1466","1","1","false"
"L39710","1","0","10","0","1466","1","2","false"
"L40725","1","0","102","0","1","9","17","true"
"L40726","1","0","123","0","479","5","9","true"
"L40727","1","0","193","0","762","8","22","false"
"L40729","1","0","190","0","762","6","9","false"
"L43333","1","0","10","0","1466","2","2","true"
"L43334","20","0","112","1","762","3","6","false"
"L43335","1","0","17","0","230","1","1","false"
"L43336","1","0","5","0","230","1","1","false"
"L43337","1","0","48","1","474","3","8","false"
"L43338","7","0","51","0","1466","1","1","false"
"L43340","1","0","27","0","4735","4","7","true"
"L43341","52","0","455","2","244","5","14","true"
"L43343","1","0","5","0","4735","1","1","true"
"L43344","3","0","31","0","230","1","1","false"
"L43345","1","0","21","0","1466","2","2","false"
"L43346","38","0","237","0","1466","2","3","false"
"L43347","1","0","6","0","1466","1","2","false"
"L43348","1","0","4","0","4735","1","1","true"
"L43350","1","0","5","0","4735","1","4","true"
"L52413","124","0","940","0","1466","2","4","false"
"L52414","51","0","61","0","479","2","2","false"
"L52415","14","0","80","0","319","2","2","false"
"L52416","1","0","15","0","34","2","2","false"
"L52417","10","0","60","0","1466","1","3","true"
"L52419","1","0","72","0","4735","1","2","false"
"L52420","9","0","50","0","34","2","2","false"
"L52421","27","0","167","0","1466","1","1","false"
"L52422","14","0","62","0","1466","3","4","false"
"L52423","11","0","136","0","1466","1","1","false"
"L52424","194","0","876","0","31","8","14","false"
"L52425","15","0","130","1","91","3","12","false"
"L76950","2","0","32","0","1466","2","2","false"
"L76951","1","0","23","0","1466","2","2","false"
"L76952","1","0","8","0","1466","2","2","false"
"L76953","1","0","26","0","474","2","5","true"
"L76954","1","0","10","0","1466","1","1","false"
"L76955","2","0","30","0","4735","1","1","false"
"L76956","6","0","82","0","4735","3","3","true"
"L76958","1","0","15","0","1466","2","3","false"
"L78905","16","0","130","0","1466","2","4","false"
"L78908","43","0","198","0","319","2","7","true"
"L78909","2","0","20","0","4735","1","1","false"
"L79018","1","0","14","0","4735","1","1","false"
"L79021","49","0","228","0","4735","3","16","true"
"L80307","1","0","64","0","474","2","3","false"
"L80308","1","0","4","0","4735","1","1","false"
"L80310","19","0","181","0","811","3","10","false"
"L80313","1","0","9","0","4735","1","1","false"
"L80314","1","0","52","0","811","2","2","false"
"L80894","1","0","30","0","4735","1","1","false"
"L80896","1","0","5","0","4735","1","1","false"
"L80897","3","0","48","0","1466","2","3","false"
"L80900","1","0","15","0","4735","1","2","false"
"L80903","1","0","13","0","4735","1","1","false"
"L80906","16","0","63","1","91","2","2","false"
"L114817","1","0","16","0","4735","1","1","false"
"L114818","1","0","9","0","762","1","1","false"
"L114820","1","0","13","1","36","1","1","false"
"L114821","1","0","17","0","1466","1","1","false"
"L114822","1","0","17","0","1466","1","1","false"
"L114823","1","0","38","0","474","3","4","false"
"L114824","1","0","53","0","230","3","8","true"
"L114825","1","0","19","0","4735","1","3","false"
"L114826","25","0","133","0","474","3","5","false"
"L114827","24","0","293","1","244","6","27","false"
"L114830","1","0","17","0","1466","1","1","false"
"L114832","23","0","197","1","244","4","9","false"
"L114833","1","0","17","0","31","2","2","false"
"L118823","10","0","101","0","4735","1","2","false"
"L118824","1","0","58","0","4735","1","1","false"
"L121597","5","0","582","0","36","7","13","true"
"L121598","1","0","18","0","319","2","3","false"
"L121599","1","0","8","0","1466","2","2","false"
"L121600","117","0","735","5","762","5","30","true"
"L121601","40","0","313","1","1466","3","16","true"
"L122577","1","0","53","0","4735","1","2","false"
"L122578","2","0","35","0","4735","1","1","false"
"L122579","1","0","21","0","4735","1","3","false"
"L122580","89","0","431","9","811","9","21","true"
"L122581","2","0","36","0","4735","1","1","false"
"L122582","83","0","394","1","811","3","11","true"
"L122583","2","0","35","0","4735","1","1","false"
"L122980","1","0","29","0","319","1","1","false"
"L122981","39","0","317","0","319","2","3","true"
"L122982","1","0","17","0","319","1","2","false"
"L122983","2","0","15","0","319","1","1","false"
"L122984","1","0","11","0","319","1","1","false"
"L122985","2","0","39","0","319","1","1","false"
"L122986","10","0","36","0","319","1","1","false"
"L122987","1","0","12","0","319","1","1","false"
"L122988","1","0","16","0","319","1","1","false"
"L122989","1","0","12","0","319","1","1","false"
"L123718","3","0","48","0","244","2","2","false"
"L123719","2","0","25","0","1466","1","1","false"
"L123720","2","0","31","0","230","3","4","false"
"L123722","1","0","34","0","319","1","1","false"
"L123723","1","0","10","0","811","1","1","false"
"L123725","24","0","172","0","9","2","3","true"
"L123726","1","0","12","0","4735","1","1","false"
"L123727","1","0","4","0","4735","1","1","false"
"L123730","9","0","107","0","474","5","9","false"
"L123731","1","0","20","0","244","2","2","false"
"L123732","1","0","64","0","1466","1","1","false"
"L123733","1","0","16","0","4735","2","4","false"
"L123734","7","0","70","0","4735","2","2","false"
"L123735","8","0","103","0","1466","4","7","false"
"L126859","1","0","5","0","474","1","1","false"
"L126863","6","0","59","0","1466","1","1","false"
"L126870","22","0","234","1","474","4","7","false"
"L127551","1","0","73","0","246","3","5","false"
"L127553","1","0","6","0","4735","1","1","false"
"L127554","1","0","5","0","18","2","2","true"
"L127560","23","0","218","0","319","3","9","false"
"L127561","1","0","38","0","1466","5","6","true"
"L128226","1","0","41","0","762","2","5","true"
"L128227","1","0","12","0","762","2","2","false"
"L128229","1","0","46","0","230","7","10","false"
"L128234","89","0","733","4","762","8","33","true"
"L128235","16","0","103","0","4735","1","1","false"
"L128236","1","0","16","0","1466","2","2","false"
"L150949","1","0","15","0","319","1","1","false"
"L150950","1","0","13","0","319","1","1","false"
"L150951","4","0","97","0","319","1","1","false"
"L150952","57","0","452","1","31","3","6","true"
"L150953","1","0","15","0","319","1","1","false"
"L150954","1","0","11","0","319","1","1","false"
"L150955","2","0","16","0","319","1","1","false"
"L150956","17","0","187","1","31","2","4","false"
"L150957","1","0","15","0","319","1","1","false"
"L150958","1","0","10","0","319","1","1","false"
"L150959","11","0","116","0","319","1","2","false"
"L150960","121","0","836","1","31","3","8","true"
"L150961","5","0","29","0","319","1","2","false"
"L150962","25","0","84","0","762","2","2","false"
"L152226","71","0","561","5","4735","5","46","true"
"L152227","4","0","57","0","4735","1","2","false"
"L152229","10","0","148","0","4735","1","7","false"
"L152594","1","0","7","1","4735","1","2","false"
"L152595","1","0","3","0","4735","1","1","false"
"L152597","1","0","37","0","4735","1","1","false"
"L152599","1","0","23","0","4735","1","1","false"
"L152601","1","0","14","0","4735","1","1","false"
"L152605","9","0","75","0","31","3","5","false"
"L152611","1","0","21","0","4735","1","2","false"
"L152612","1","0","8","0","4735","1","1","false"
"L152616","1","0","50","0","4735","1","1","false"
"L152617","2","0","31","0","1466","2","4","false"
"L152618","6","0","60","0","4735","1","1","false"
"L152619","1","0","7","1","4735","1","2","false"
"L152620","6","0","58","0","4735","1","3","false"
"L152621","6","0","60","0","4735","1","1","false"
"L152622","1","0","7","0","4735","1","1","false"
"L152625","23","0","316","0","762","3","11","true"
"L152627","1","0","97","0","474","2","3","false"
"L154473","1","0","8","0","4735","1","1","false"
"L154474","35","0","221","0","4735","3","5","true"
"L154840","2","0","30","0","319","1","1","false"
"L154841","1","0","18","0","319","1","1","false"
"L154842","38","0","206","0","319","1","1","false"
"L154843","1","0","5","0","319","1","1","false"
"L154844","1","0","8","0","319","1","1","false"
"L154845","4","0","57","0","319","1","1","false"
"L9006","1","0","25","1","1466","3","4","false"
"L9116","7","0","91","3","1466","4","14","false"
"L9117","9","0","99","3","1466","4","15","false"
"L9265","2","0","39","1","319","4","7","true"
"L9299","76","0","270","0","230","1","1","true"
"L11182","4","0","67","0","4735","1","1","true"
"L11183","10","0","101","1","4735","3","9","true"
"L11184","6","0","57","2","1466","2","7","false"
"L11185","4","0","20","1","1466","2","2","false"
"L12288","1","0","1","0","4735","1","2","false"
"L25923","1","0","27","0","4735","2","4","false"
"L25924","7","0","55","0","762","3","5","false"
"L25925","27","0","194","1","244","5","8","false"
"L25926","18","0","210","1","1466","2","8","true"
"L25927","65","0","371","4","762","7","23","true"
"L25928","1","0","79","0","4735","3","5","false"
"L25929","7","0","70","0","811","2","4","false"
"L25930","7","0","65","0","762","3","6","false"
"L25931","3","0","40","0","811","2","4","false"
"L25932","48","0","275","3","244","7","19","true"
"L25933","81","0","498","4","230","7","35","true"
"L27372","1","0","18","0","11","2","2","false"
"L27373","4","0","147","1","1466","8","18","false"
"L27374","3","0","63","0","762","5","10","false"
"L27375","8","0","49","1","479","3","4","false"
"L27376","1","0","1","0","11","2","2","false"
"L27377","8","0","81","1","762","6","14","false"
"L27378","1","0","27","0","811","2","3","false"
"L27379","9","0","153","2","1466","8","24","true"
"L27697","1","0","18","0","11","2","2","false"
"L27698","6","0","124","1","244","4","10","true"
"L27699","1","0","57","0","811","3","7","false"
"L27700","1","0","54","0","230","3","7","false"
"L27701","1","0","1","0","4735","1","2","false"
"L27702","13","0","169","2","230","5","15","false"
"L28162","1","0","18","0","11","2","2","false"
"L28163","5","0","125","0","1466","6","14","false"
"L28164","3","0","87","0","762","4","7","false"
"L28165","9","0","61","0","762","3","6","false"
"L28166","13","0","106","0","762","4","12","false"
"L28167","5","0","64","0","762","3","5","false"
"L28168","1","0","1","0","4735","1","2","false"
"L28169","11","0","113","0","762","4","12","false"
"L28170","1","0","15","0","4735","1","3","false"
"L28171","3","0","72","0","762","5","10","false"
"L28172","3","0","67","0","762","4","9","false"
"L28173","3","0","122","0","1466","6","14","true"
"L28629","1","0","16","0","762","1","1","false"
"L28630","8","0","159","1","762","5","10","false"
"L28631","7","0","99","0","762","4","8","false"
"L28632","6","0","69","0","811","3","4","false"
"L28633","1","0","1","0","762","1","1","false"
"L28634","9","0","124","2","36","9","21","true"
"L29026","1","0","18","0","11","2","2","false"
"L29027","14","0","181","0","244","6","12","true"
"L29028","5","0","88","0","479","5","9","true"
"L29029","1","0","82","0","1466","3","8","false"
"L29030","1","0","18","0","11","2","2","false"
"L29031","6","0","66","0","811","2","3","false"
"L29032","69","0","351","2","1466","8","20","true"
"L29033","3","0","47","0","811","3","5","true"
"L29034","5","0","116","0","811","2","4","false"
"L29035","14","0","149","0","762","4","9","true"
"L29036","7","0","71","0","762","2","4","false"
"L29037","1","0","1","0","4735","1","2","false"
"L29038","6","0","81","0","1466","6","17","true"
"L29039","14","0","123","1","762","7","15","true"
"L29040","8","0","99","0","1466","6","18","true"
"L29878","1","0","18","0","11","2","2","false"
"L29879","40","0","397","3","244","8","26","true"
"L29880","1","0","145","0","1466","5","10","false"
"L29881","1","0","54","0","4735","4","8","false"
"L29882","1","0","1","0","4735","1","2","false"
"L29883","21","0","240","3","4735","7","26","false"
"L30359","1","0","19","0","11","2","2","false"
"L30360","28","0","390","3","762","7","18","false"
"L30361","1","0","116","1","34","6","9","false"
"L30362","1","0","1","0","4735","1","2","false"
"L30363","35","0","292","6","34","9","26","true"
"L30952","1","0","18","0","1466","2","2","false"
"L30953","92","0","317","0","1466","2","8","true"
"L30954","1","0","27","0","1466","2","3","false"
"L30955","7","0","115","0","1466","2","4","false"
"L30956","1","0","18","0","11","2","2","false"
"L30957","10","0","174","0","1466","5","21","false"
"L30958","4","0","147","0","1466","5","21","false"
"L30959","20","0","219","1","762","4","16","false"
"L30960","1","0","72","0","1466","2","6","true"
"L30961","12","0","140","0","1466","2","12","false"
"L30962","21","0","210","0","762","2","11","false"
"L30963","35","0","292","0","762","1","13","false"
"L30964","12","0","155","1","762","5","30","true"
"L30965","10","0","215","0","1466","3","6","false"
"L32224","1","0","18","0","762","1","1","false"
"L32225","5","0","47","0","1","2","3","false"
"L32226","1","0","23","0","762","1","1","false"
"L32227","1","0","26","0","762","1","1","true"
"L32228","1","0","18","0","4735","1","1","false"
"L32229","53","0","213","0","1466","4","19","true"
"L32230","5","0","33","0","762","3","6","true"
"L32231","8","0","122","1","1466","4","6","false"
"L32232","1","0","1","0","4735","1","2","false"
"L32233","1","0","9","0","4735","1","2","false"
"L32234","1","0","18","0","11","2","2","false"
"L32235","11","0","40","0","1466","2","3","false"
"L32236","9","0","53","1","1466","2","4","false"
"L32237","15","0","275","0","1466","5","17","true"
"L32238","4","0","469","0","36","12","28","true"
"L32239","16","0","182","0","89","5","10","true"
"L32240","1","0","18","0","11","2","2","false"
"L32241","4","0","76","0","811","3","8","false"
"L32242","1","0","43","0","811","3","6","false"
"L32243","14","0","55","0","1466","2","3","false"
"L32244","11","0","103","2","1466","2","8","false"
"L32245","14","0","146","0","1466","2","4","true"
"L32246","6","0","87","0","4735","3","5","false"
"L32247","16","0","111","0","762","5","11","true"
"L32248","7","0","81","0","1466","4","10","false"
"L34798","1","0","1","0","22","1","1","false"
"L34799","1","0","28","0","22","1","1","false"
"L34800","1","0","29","0","22","1","1","false"
"L34801","1","0","19","0","22","1","1","false"
"L34802","3","0","94","0","22","1","1","false"
"L34803","2","0","49","0","1466","3","3","false"
"L34804","2","0","46","1","474","2","2","false"
"L34805","10","0","131","1","1466","4","9","true"
"L35074","13","0","101","0","1466","2","4","false"
"L35075","8","0","76","0","31","3","6","false"
"L35076","15","0","68","0","4735","1","1","false"
"L35077","5","0","79","0","1466","3","6","false"
"L35078","10","0","44","0","762","1","1","false"
"L35079","16","0","103","0","1466","2","3","true"
"L35080","1","0","10","0","4735","1","2","false"
"L35081","1","0","11","0","4735","1","2","false"
"L35082","5","0","46","0","762","1","1","false"
"L35083","8","0","85","0","1466","5","9","false"
"L35084","6","0","30","1","4735","1","1","false"
"L37710","1","0","18","0","479","1","1","false"
"L37711","9","0","67","0","479","1","1","false"
"L37712","22","0","125","0","246","4","5","false"
"L37713","3","0","31","0","319","3","3","false"
"L37714","5","0","116","0","479","1","1","false"
"L37715","3","0","58","0","762","2","2","false"
"L37716","7","0","71","0","762","2","2","false"
"L37717","1","0","1","0","246","1","1","false"
"L37718","1","0","18","0","246","1","1","false"
"L37719","33","0","297","1","246","5","8","false"
"L37720","37","0","238","0","1466","4","5","false"
"L37721","1","0","53","0","246","1","2","false"
"L37722","35","0","286","2","230","4","8","true"
"L37723","22","0","172","1","246","3","5","false"
"L37724","14","0","131","1","762","3","4","true"
"L37725","4","0","80","0","1466","3","3","false"
"L37726","3","0","68","1","1466","4","6","false"
"L39128","22","0","243","3","1466","9","32","true"
"L39129","1","0","18","0","11","2","2","false"
"L39130","35","0","216","1","319","5","9","true"
"L39131","37","0","419","2","762","9","30","true"
"L39132","1","0","173","2","479","8","20","false"
"L39133","3","0","71","0","4735","6","11","false"
"L39919","1","0","8","0","4735","1","1","false"
"L39920","13","0","164","0","1466","3","4","false"
"L40058","6","0","268","0","511","4","7","false"
"L40059","1","0","13","0","4735","1","2","false"
"L40060","1","0","13","0","511","1","1","false"
"L40061","13","0","189","0","511","3","4","false"
"L40062","1","0","21","0","511","1","1","false"
"L41637","1","0","6","0","4735","1","2","false"
"L41638","1","0","4","0","4735","1","1","false"
"L41639","1","0","5","0","4735","1","1","false"
"L41640","1","0","4","0","4735","1","1","false"
"L41644","3","0","58","0","4735","3","9","false"
"L41646","3","0","43","0","4735","2","5","false"
"L41647","3","0","43","0","4735","3","7","false"
"L41961","1","0","297","0","762","7","15","true"
"L41962","1","0","317","0","479","5","9","true"
"L41963","1","0","503","0","762","7","21","false"
"L42552","1","0","12","0","1466","3","3","false"
"L42553","5","0","319","1","1466","10","27","true"
"L42554","54","0","406","1","4735","8","27","true"
"L43365","1","0","5","0","474","1","1","false"
"L43366","1","0","22","0","474","1","1","false"
"L43367","1","0","10","0","474","1","1","false"
"L43368","1","0","12","0","1466","2","2","false"
"L44002","12","0","119","0","1466","2","3","true"
"L44003","7","0","41","0","1466","2","3","false"
"L44004","4","0","26","0","1466","1","1","true"
"L44005","41","0","259","0","474","3","5","true"
"L44839","8","0","170","0","31","3","4","false"
"L44840","46","0","254","0","1466","3","8","false"
"L44841","55","0","553","6","1466","6","29","true"
"L44842","46","0","328","4","1466","5","11","true"
"L44843","113","0","510","3","474","4","13","true"
"L44844","223","0","1064","6","474","12","44","true"
"L44845","63","0","376","7","1466","9","45","true"
"L44846","13","0","184","0","4735","3","12","false"
"L44847","25","0","167","4","1466","5","21","true"
"L44848","19","0","180","1","1466","3","11","false"
"L44849","26","0","254","0","1466","5","17","false"
"L44850","87","0","498","8","31","10","44","false"
"L44851","2","0","20","0","4735","1","2","false"
"L44852","48","0","257","1","762","8","18","false"
"L44853","1","0","13","0","1466","2","2","false"
"L44854","17","0","117","0","1466","2","2","false"
"L44855","1","0","36","0","319","1","1","false"
"L44856","40","0","272","0","1466","2","2","false"
"L44857","5","0","60","0","319","1","1","false"
"L44858","55","0","325","1","31","3","4","true"
"L47316","25","0","221","1","4735","2","7","false"
"L47317","40","0","149","1","230","3","6","false"
"L47318","71","0","422","1","4735","3","9","true"
"L47599","4","0","38","0","1466","1","1","false"
"L47600","1","0","14","0","1466","1","1","false"
"L47601","34","0","263","2","319","4","10","true"
"L47602","53","0","323","1","1466","4","11","true"
"L47603","56","0","432","4","1466","3","12","true"
"L47604","8","0","85","0","1466","3","4","false"
"L47605","2","0","28","0","4735","2","2","true"
"L47606","13","0","94","0","1466","2","3","true"
"L47607","6","0","69","0","319","1","1","false"
"L47608","1","0","10","0","1466","1","2","false"
"L47609","17","0","108","1","1466","3","6","false"
"L47610","80","0","563","2","1466","4","14","true"
"L47611","14","0","109","0","1466","3","7","true"
"L47612","66","0","331","0","319","3","8","true"
"L47613","22","0","133","0","1466","1","2","false"
"L47614","1","0","11","0","1466","1","1","false"
"L47615","1","0","6","0","4735","2","2","false"
"L47616","1","0","31","0","319","4","5","true"
"L47617","5","0","29","0","1466","2","3","false"
"L47618","1","0","15","0","1466","2","3","false"
"L51342","79","0","562","2","4735","7","31","true"
"L51343","1","0","63","0","762","1","1","false"
"L51701","1","0","14","1","319","1","1","false"
"L51702","1","0","70","2","511","5","11","true"
"L51703","6","0","39","1","4735","2","3","false"
"L51704","23","0","170","0","511","4","6","true"
"L52866","1","0","6","0","1466","1","1","false"
"L52867","1","0","10","0","1466","1","1","false"
"L53283","1","0","7","0","1466","2","3","false"
"L53284","12","0","88","0","1466","2","2","false"
"L53359","10","0","130","0","1466","2","7","true"
"L53360","7","0","127","0","1466","3","9","true"
"L53361","9","0","60","0","1466","3","9","true"
"L53362","3","0","94","0","1466","2","7","true"
"L53363","5","0","98","0","1466","2","10","true"
"L53656","7","0","83","0","319","3","3","false"
"L53658","6","0","190","0","4735","1","1","false"
"L53659","6","0","190","0","4735","1","1","false"
"L53660","6","0","196","0","762","2","10","false"
"L53661","5","0","34","0","511","1","1","false"
"L53662","1","0","50","0","762","3","5","false"
"L53663","10","0","37","0","1466","2","2","false"
"L54334","11","0","91","0","1466","1","1","false"
"L54335","1","0","5","0","1466","1","1","false"
"L54336","22","0","109","0","1466","2","2","false"
"L54337","1","0","9","0","1466","1","1","false"
"L54494","19","0","153","2","89","3","10","false"
"L54495","16","0","118","0","4735","1","3","false"
"L54496","10","0","94","0","4735","1","3","false"
"L54497","9","0","83","0","1466","3","7","false"
"L54498","1","0","21","0","4735","1","5","false"
"L54499","1","0","3","0","4735","1","1","false"
"L54500","15","0","127","0","4735","1","7","false"
"L54987","16","0","247","0","1466","3","5","true"
"L54988","74","0","318","1","22","4","7","true"
"L54989","25","0","161","1","22","4","6","true"
"L54990","22","0","127","0","22","2","5","true"
"L54991","3","0","23","0","9","2","3","false"
"L54992","1","0","26","0","4735","1","3","false"
"L54993","2","0","23","0","1466","2","2","false"
"L56561","9","0","107","0","4735","1","1","false"
"L56569","60","0","588","0","4735","1","2","false"
"L56573","8","0","277","0","4735","1","1","false"
"L56581","8","0","41","0","1466","1","1","false"
"L56582","4","0","41","0","4735","1","1","false"
"L56592","1","0","11","0","91","1","1","false"
"L56598","6","0","67","0","1466","1","1","false"
"L56606","1","0","79","0","4735","1","1","false"
"L64525","1","0","5","0","4735","1","1","false"
"L64526","1","0","7","0","4735","1","1","false"
"L64529","17","0","97","0","4735","1","1","false"
"L64530","7","0","88","0","4735","1","1","false"
"L64531","8","0","65","0","4735","1","1","true"
"L64532","37","0","178","0","4735","1","1","true"
"L64533","16","0","158","1","4735","3","6","false"
"L64534","10","0","66","0","4735","1","1","false"
"L64536","43","0","202","0","4735","1","1","false"
"L65650","7","0","31","0","244","2","2","false"
"L65681","59","0","219","1","319","5","6","true"
"L65682","3","0","30","1","319","3","3","false"
"L65683","85","0","147","0","244","3","3","true"
"L65777","1","0","5","0","1466","1","1","false"
"L65778","10","0","53","0","511","1","1","false"
"L65827","1","0","22","0","474","1","1","false"
"L65828","3","0","40","0","89","2","2","false"
"L65829","16","0","111","0","474","1","1","false"
"L66432","7","0","32","1","4735","1","3","false"
"L66434","2","0","50","0","4735","1","3","false"
"L66435","1","0","52","0","4735","2","2","false"
"L66436","3","0","34","0","1466","1","2","false"
"L66437","60","0","309","2","1466","6","31","true"
"L66438","3","0","37","1","515","3","3","false"
"L66439","11","0","62","0","4735","2","3","false"
"L66440","1","0","5","0","1466","2","2","false"
"L66441","1","0","5","0","1466","2","2","false"
"L66442","8","0","55","0","1466","1","1","false"
"L69225","1","0","12","0","1466","2","2","false"
"L69226","1","0","26","0","1466","2","2","false"
"L69290","28","0","136","0","1466","3","4","false"
"L69291","59","0","209","1","4735","4","6","false"
"L69548","1","0","12","0","1466","1","1","false"
"L69602","27","0","167","1","474","2","2","false"
"L69851","14","0","92","0","4735","1","1","true"
"L69904","1","0","13","0","511","1","1","false"
"L69905","3","0","35","0","511","1","1","false"
"L69906","4","0","58","0","511","1","1","false"
"L69907","1","0","19","0","511","1","1","false"
"L69908","2","0","36","0","511","3","5","false"
"L69909","1","0","18","0","511","2","3","false"
"L69910","7","0","175","0","511","1","1","false"
"L70283","41","0","134","1","1466","4","5","false"
"L70337","9","0","40","0","1466","2","3","false"
"L70338","11","0","83","0","511","3","4","false"
"L70339","13","0","404","0","511","2","2","false"
"L70736","120","0","760","0","4735","7","26","false"
"L70739","1","0","53","0","4735","4","10","false"
"L70740","1","0","10","0","1466","1","1","false"
"L70741","2","0","27","0","1466","1","1","false"
"L71908","3","0","48","0","1466","3","7","false"
"L71909","7","0","70","0","1466","3","8","false"
"L71910","4","0","57","0","1466","3","7","false"
"L71911","1","0","10","0","1466","3","5","false"
"L71912","7","0","41","0","1466","3","3","false"
"L72008","1","0","19","0","4735","1","2","false"
"L72009","10","0","86","0","4735","2","4","false"
"L72010","7","0","43","0","4735","2","3","false"
"L72012","8","0","51","0","762","1","1","false"
"L72013","1","0","6","0","4735","1","2","false"
"L72014","4","0","50","0","1466","1","1","false"
"L72158","3","0","177","0","26","1","1","false"
"L72159","26","0","188","0","26","4","4","true"
"L72160","16","0","145","0","22","3","4","true"
"L72161","36","0","198","0","1466","1","1","false"
"L72162","5","0","23","0","511","1","2","false"
"L72164","3","0","177","0","26","1","1","false"
"L72165","25","0","168","0","26","2","2","false"
"L72166","25","0","225","0","1466","2","2","false"
"L72916","1","0","18","0","511","1","1","false"
"L72917","10","0","118","1","511","1","2","false"
"L72918","1","0","5","0","511","2","2","false"
"L72919","22","0","342","0","511","2","3","false"
"L72920","11","0","92","0","511","1","1","false"
"L72921","9","0","72","0","511","2","2","false"
"L72922","4","0","41","1","511","2","3","false"
"L72923","3","0","37","1","511","2","3","false"
"L72924","7","0","56","1","511","3","5","false"
"L72925","9","0","72","0","511","4","5","false"
"L72926","7","0","52","0","511","2","2","false"
"L72927","40","0","332","0","1466","3","3","false"
"L72928","1","0","8","0","511","1","1","false"
"L72929","15","0","89","0","511","1","1","false"
"L72930","11","0","138","0","31","3","5","true"
"L72931","1","0","7","0","89","1","1","false"
"L72932","1","0","6","1","89","3","3","false"
"L72933","1","0","7","0","511","2","2","false"
"L72934","1","0","39","0","246","1","1","false"
"L72935","1","0","5","0","89","1","1","false"
"L72936","18","0","121","0","1466","1","1","false"
"L72937","18","0","122","0","1466","1","2","false"
